,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,179520.0,0.0,0.0,,Education,0.0,33,Yes,Yes,11,11
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,179520.0,,,,Education,,33,Yes,Yes,11,11
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,179520.0,,,,Education,,33,Yes,Yes,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,179520.0,,,,Education,,33,Yes,Yes,11,11
9,,,,,,,,,Steel Frame with CLT Slabs,,179520.0,,,,Education,,33,Yes,Yes,11,11
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,179520.0,,,,Education,,33,Yes,Yes,11,11
0,12279.000869443142,469.1882052917243,358.7414317697137,926.8372401731577,1285.5786719428713,1373.406508733601,13490.40900303447,14775.987674977343,RC Flat Slab,20900051.2031,51840.0,76857267.3668837,146.3003584215307,263.0538071268519,Healthcare,54.05,10,No,Yes,8,8
1,9670.982142963894,369.4949719394012,296.4611085035885,765.9541398334403,1062.4152483370287,885.53308551324,10627.575394436748,11689.990642773775,PT RC Flat Slab,21520274.2792,51840.0,63720738.75924134,150.6419199546474,207.9131426387229,Healthcare,53.25,10,No,Yes,8,8
2,9516.038569668293,369.8960345824609,276.75347255335464,715.045194507451,991.7986670608057,1111.405257976852,10461.044130029388,11452.842797090192,RC Rib Slab,21072772.7765,51840.0,60000686.5311542,147.50940943549296,204.6403074742454,Healthcare,56.75,10,No,Yes,8,8
3,10313.761242425704,403.46491248912804,281.7139797509034,727.8592220421025,1009.573201793006,1484.9502788696482,11337.342582736075,12346.91578452908,Two-way RC Slab,18963246.5675,51840.0,60963705.727538824,132.7427259723724,221.25936166490058,Healthcare,55.75,10,No,Yes,8,8
4,10545.823404342333,403.81222016153566,310.6401952254785,802.5816862585908,1113.2218814840694,1156.055334068663,11587.605597016429,12700.8274785005,One-Way Spanning RC,19358188.395,51840.0,66561130.40380128,135.50731876468095,226.14029544330845,Healthcare,57.0,10,No,Yes,8,8
5,9835.998931854172,366.2139701272174,295.0531917120673,762.3171963083978,1057.3703880204653,848.5813748127828,10668.626981879916,11725.997369900382,Precast Hollowcore with In-situ RC Beams,19057171.6206,51840.0,63610073.26107883,133.40020134445626,208.37243794800102,Healthcare,54.5,10,No,Yes,8,8
6,9578.299772067126,620.6435203727244,237.44227745108435,613.606848604239,851.0491260553235,-567.5385614753187,10532.026814700897,11383.075940756216,Non-Composite Rolled Steel with PCC Planks,27792157.9657,51840.0,52151642.65668929,194.5451057601337,206.9168966138316,Healthcare,58.925,10,No,Yes,8,8
7,9753.236075771167,628.5111693276465,198.65729009990636,513.45312801941,712.1104181193163,-1257.6707205285627,10771.158524629242,11483.268942748555,Composite Rolled Steel with Metal Decking,27296141.4241,51840.0,44549398.989025414,191.072989968511,211.462799278506,Healthcare,58.172,10,No,Yes,8,8
8,10990.06929505063,796.9569902016559,204.39893113198457,528.3371111928107,732.7360423247954,-1657.5445691992093,12193.812104481969,12926.548146806761,Composite Cell Beams with Metal Decking,33695171.7234,51840.0,45689833.92144181,235.8662020634961,239.77002906144804,Healthcare,58.4906,10,No,Yes,8,8
9,7659.017622267992,1072.5666500505858,135.97078268701046,5449.448693755924,5585.419476442935,-2521.296559513337,9036.519408394639,9552.082004103631,Steel Frame with CLT Slabs,29311270.3611,51840.0,31489601.058148343,205.17889252797568,178.27350117520479,Healthcare,57.922,10,No,Yes,8,8
10,6988.764367344971,1161.6540207945754,147.8310792672361,9580.954325486258,9728.785404753495,-2983.481875274794,8502.93858425427,9083.490158607767,"CLT, Glulam and Steel Column Hybrid",36813384.1383,51840.0,33885992.46312097,257.6936889680325,168.99367810999814,Healthcare,64.39999999999999,10,No,Yes,8,8
0,69226.43689844904,3095.6346817864537,1978.4775432739668,5111.149081099843,7089.62662437381,8064.672300045376,76497.2368123246,83586.86343669843,RC Flat Slab,124408782.0708,331968.0,512413335.03167474,870.8614744959215,233.05890413178534,Residential,114.375,25,Yes,Yes,7,7
1,60896.77980659304,2784.3469543990172,1793.4458950375608,4633.1736360778295,6426.619531115392,6285.435108375709,67363.25946952158,73789.87900063695,PT RC Flat Slab,136688903.4171,331968.0,475373416.96011543,956.822323919397,205.80321535039815,Residential,113.5,25,Yes,Yes,7,7
2,58935.82136803388,2717.4179656618053,1678.0194423108435,4335.002968328735,6013.022410639578,7010.760364223275,65206.853801436955,71219.8762120765,RC Rib Slab,132037529.3831,331968.0,449317572.2991053,924.2627056815427,199.20931085863245,Residential,119.37500000000001,25,Yes,Yes,7,7
3,58808.10026243903,2725.9646547429393,1634.0116084502645,4221.321529642687,5855.333138092953,7638.959920220513,65072.987774854395,70928.32091294733,Two-way RC Slab,107440751.1818,331968.0,440636038.906883,752.0852582727034,198.28740430742454,Residential,118.75,25,Yes,Yes,7,7
4,63633.731635485514,2896.096561561039,1826.811008243612,4719.362701488393,6546.1737097320065,7306.808878166667,70369.20913843473,76915.38284816674,One-Way Spanning RC,122280143.995,331968.0,482248945.98605156,855.9610079648623,214.5543249542112,Residential,119.37500000000001,25,Yes,Yes,7,7
5,68205.13921755878,2981.3580632750522,1974.595079331755,5101.119864756322,7075.71494408808,6660.610678111808,74553.56873990245,81629.28368399052,Precast Hollowcore with In-situ RC Beams,130247449.176,331968.0,511396255.93397284,911.7321442320226,227.3270341844228,Residential,116.875,25,Yes,Yes,7,7
6,65861.8054155901,4777.785777691312,1560.2343044989675,4031.5382047513503,5591.772509250318,-3803.636980439877,72993.21194075365,78584.98445000399,Non-Composite Rolled Steel with PCC Planks,188932860.9345,331968.0,426767325.277274,1322.5300265416117,223.86417355677438,Residential,124.805,25,Yes,Yes,7,7
7,68754.1311649457,5008.777357186848,1322.9346242148802,3418.8373725612214,4741.771996776101,-8858.789718996124,76452.24496528378,81194.01696205989,Composite Rolled Steel with Metal Decking,191840981.9898,331968.0,377687017.71995294,1342.8868739289373,234.34527375895482,Residential,123.37500000000001,25,Yes,Yes,7,7
8,66817.06462647681,4920.967602270749,1263.9340399696896,3266.418745071584,4530.352785041275,-8839.38463784854,74317.64570723994,78847.99849228121,Composite Cell Beams with Metal Decking,192589159.2965,331968.0,365555287.7295716,1348.1241150757644,227.93091449270926,Residential,118.675,25,Yes,Yes,7,7
9,46276.94603204893,6670.445229178694,880.4754065396343,35758.158505313986,36638.63391185365,-13807.334183130552,54994.62342176845,58334.93806756704,Steel Frame with CLT Slabs,163217558.4792,331968.0,288150850.1147213,1142.5229093541168,169.10408934331795,Residential,122.61999999999999,25,Yes,Yes,7,7
10,43976.22306011985,7110.195672098367,914.2096067562422,51240.45771267413,52154.66731943038,-15920.079194930666,53287.35786696708,56833.02345839744,"CLT, Glulam and Steel Column Hybrid",163948564.6974,331968.0,294956207.29118776,1147.6399528816191,163.97664178429457,Residential,126.375,25,Yes,Yes,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,473088.0,0.0,0.0,,Education,0.0,32,No,Yes,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,473088.0,0.0,0.0,,Education,0.0,32,No,Yes,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,473088.0,0.0,0.0,,Education,0.0,32,No,Yes,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,473088.0,0.0,0.0,,Education,0.0,32,No,Yes,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,473088.0,0.0,0.0,,Education,0.0,32,No,Yes,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,473088.0,0.0,0.0,,Education,0.0,32,No,Yes,11,11
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,473088.0,,,,Education,,32,No,Yes,11,11
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,473088.0,,,,Education,,32,No,Yes,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,473088.0,,,,Education,,32,No,Yes,11,11
9,,,,,,,,,Steel Frame with CLT Slabs,,473088.0,,,,Education,,32,No,Yes,11,11
10,35.58258063360001,2.4645943296000006,0.07751919352320003,0.20024828928000005,0.27776748280320007,0.0,40.07839691283819,40.356164395641386,"CLT, Glulam and Steel Column Hybrid",,473088.0,15403.714560000004,0.0,,Education,0.0,32,No,Yes,11,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,8640.0,0.0,0.0,,Education,0.0,17,Yes,No,8,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,8640.0,0.0,0.0,,Education,0.0,17,Yes,No,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,8640.0,0.0,0.0,,Education,0.0,17,Yes,No,8,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,8640.0,0.0,0.0,,Education,0.0,17,Yes,No,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,8640.0,0.0,0.0,,Education,0.0,17,Yes,No,8,8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,8640.0,0.0,0.0,,Education,0.0,17,Yes,No,8,8
6,18.87354653184,1.3072586342399997,0.041117369230080004,0.10621476403199998,0.14733213326207997,0.0,21.258196442945128,21.40552857620721,Non-Composite Rolled Steel with PCC Planks,344412.3709,8640.0,8170.366463999999,0.0,,Education,0.0,17,Yes,No,8,8
7,17.974350554159997,1.24497666176,0.039158406564420004,0.101154353768,0.14031276033242,0.0,20.245388134661383,20.3857008949938,Composite Rolled Steel with Metal Decking,,8640.0,7781.104136,0.0,,Education,0.0,17,Yes,No,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,8640.0,,0.0,,Education,0.0,17,Yes,No,8,8
9,,,,,,,,,Steel Frame with CLT Slabs,,8640.0,,,,Education,97.7551,17,Yes,No,8,8
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,8640.0,,,,Education,109.48,17,Yes,No,8,8
0,28964.224493818263,1150.9502112133116,884.5206144312928,2285.5025101047627,3170.023124536056,2887.2632483571356,31873.73573824344,35043.75886277949,RC Flat Slab,47439520.6398,117000.0,195488819.949249,332.0766444785185,275.2633536984783,Residential,23.875,5,No,No,9,9
1,24742.83258916417,994.6215653950884,782.1650020025811,2021.0965564886171,2803.2615584911987,2122.2180280736075,27244.664094922144,30047.925653413346,PT RC Flat Slab,55072257.8054,117000.0,174772686.06722605,385.50580463778005,236.15529828683697,Residential,23.575,5,No,No,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,117000.0,0.0,0.0,,Residential,0.0,5,No,No,9,9
3,24506.84923364555,1024.9469100173717,639.4315743784109,1652.386261582663,2291.817835961074,4260.820405490859,27001.22126855524,29293.03910451632,Two-way RC Slab,43020257.945,117000.0,145625250.18525776,301.1418056149039,233.3535305484628,Residential,26.25,5,No,No,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,117000.0,0.0,0.0,,Residential,0.0,5,No,No,9,9
5,20510.214323972512,822.5421769278147,637.4678467036138,1647.3135423035055,2284.7813890071193,1686.4387532569897,22293.95518040703,24578.736569414148,Precast Hollowcore with In-situ RC Beams,43836400.657,117000.0,145226751.1016811,306.85480459923417,193.16931611116465,Residential,24.625,5,No,No,9,9
6,21963.236415596748,1522.1265296571685,548.5122239749493,1417.8007300009447,1966.3129539758945,-1656.2067506210599,24130.9020892345,26097.215043210403,Non-Composite Rolled Steel with PCC Planks,64498873.2087,117000.0,126889438.65215452,451.4921124610225,210.105933347825,Residential,26.3855,5,No,No,9,9
7,18771.801940038742,1315.317264203091,363.6351815073056,940.270306103405,1303.9054876107107,-3111.9847339894427,20770.669815914556,22074.57530352526,Composite Rolled Steel with Metal Decking,58091047.5473,117000.0,90181264.90139109,406.6373328310064,181.00262520295354,Residential,25.7925,5,No,No,9,9
8,21008.23347537564,1616.2730648384934,374.0487989768952,967.263512177257,1341.3123111541524,-3802.1166753729467,23341.066207057793,24682.378518211935,Composite Cell Beams with Metal Decking,70310686.9148,117000.0,92257665.36861047,492.1748084037249,203.70291466206425,Residential,25.995299999999997,5,No,No,9,9
9,14622.661948249022,2664.276283575497,223.9166570170055,15330.30805019275,15554.22470720975,-6883.396375873291,17812.940756116193,18697.440692683747,Steel Frame with CLT Slabs,65958283.9368,117000.0,62361569.069167115,461.70798755752975,156.19357900575832,Residential,26.186000000000003,5,No,No,9,9
10,10467.114371393398,2404.573228774396,216.8210099188633,21844.391564228637,22061.212574147507,-6693.037848606999,13412.264862333888,14307.047036481388,"CLT, Glulam and Steel Column Hybrid",61027753.9901,117000.0,60796930.51582346,427.19427793040506,118.28597555781447,Residential,27.775000000000002,5,No,No,9,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,212940.0,0.0,0.0,,Healthcare,0.0,12,No,Yes,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,212940.0,0.0,0.0,,Healthcare,0.0,12,No,Yes,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,212940.0,0.0,0.0,,Healthcare,0.0,12,No,Yes,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,212940.0,0.0,0.0,,Healthcare,0.0,12,No,Yes,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,212940.0,0.0,0.0,,Healthcare,0.0,12,No,Yes,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,212940.0,0.0,0.0,,Healthcare,0.0,12,No,Yes,7,7
6,55710.59675142048,3918.2210521058005,1276.5911012768765,3298.9477813462554,4575.538882623132,-4716.516803626568,61365.64371586483,65941.18259848798,Non-Composite Rolled Steel with PCC Planks,146797968.5784,212940.0,279085992.84879446,1027.5857800487206,293.00849767969174,Healthcare,74.55000000000001,12,No,Yes,7,7
7,44859.09813937717,3319.513772992604,812.7936707407011,2100.91852532552,2913.712196066221,-7258.154639875169,49795.662562223624,52709.37475828984,Composite Rolled Steel with Metal Decking,130948526.2391,212940.0,182084788.89236534,916.6396836734377,238.15301139239722,Healthcare,70.602,12,No,Yes,7,7
8,49642.84159847941,3945.864199937728,840.4085198658645,2172.4433930399964,3012.851912905861,-8683.167317787973,55285.591230680366,58298.44314358623,Composite Cell Beams with Metal Decking,157620803.9231,212940.0,187857455.92191926,1103.345627461513,264.8113875182769,Healthcare,71.71484085461158,12,No,Yes,7,7
9,44846.565524133344,6352.359242713614,603.5082883357094,22888.884611524263,23492.392899859966,-15421.470036620032,52595.35521616105,54876.95606709138,Steel Frame with CLT Slabs,175341672.1607,212940.0,138820303.82696718,1227.3917051248577,252.7601527251146,Healthcare,74.1588,12,No,Yes,7,7
10,31915.116861209506,5662.172688905973,628.6019664355628,47114.37394700386,47742.97591343943,-15078.5814950009,39139.98356445391,41643.629341893364,"CLT, Glulam and Steel Column Hybrid",136385621.388,212940.0,144233919.8235868,954.6993497156784,188.29098766868412,Healthcare,82.32,12,No,Yes,7,7
0,4051.1564752012,155.6200183869929,121.85925754477921,314.8420176029243,436.7012751477034,406.49720405103614,4452.300923895219,4889.002199042921,RC Flat Slab,6754100.3473,14742.0,26273329.949695654,47.27870243090053,305.22178987424496,Residential,33.425000000000004,7,No,Yes,9,9
1,3443.6714433035622,131.95143643081911,107.8279403674201,278.59619081590637,386.42413118332644,285.28461354796303,3785.097259533649,4171.5213907169755,PT RC Flat Slab,7384738.6075,14742.0,23252114.19825955,51.69317025231566,260.262544416359,Residential,33.004999999999995,7,No,Yes,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,14742.0,0.0,0.0,,Residential,0.0,7,No,Yes,9,9
3,3519.3439242466084,139.11020175674653,95.76735059652489,247.44116507886957,343.2085156753945,520.2285074910337,3870.0271802779334,4213.235695953329,Two-way RC Slab,6072116.3501,14742.0,20858953.879273195,42.50481445081938,265.40035237611943,Residential,36.75,7,No,Yes,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,14742.0,0.0,0.0,,Residential,0.0,7,No,Yes,9,9
5,3028.6754106602466,115.17374229884167,93.70306063889582,242.10867239150178,335.8117330303976,238.19753910536838,3296.945952875926,3632.757685906324,Precast Hollowcore with In-situ RC Beams,6071577.7585,14742.0,20438245.926139988,42.501044309847245,226.52604783514946,Residential,34.475,7,No,Yes,9,9
6,3294.155121107811,203.07703404169905,85.50132694650974,220.95507272477178,306.4563996712816,-148.77069400626146,3619.3506202808667,3925.8070199521476,Non-Composite Rolled Steel with PCC Planks,8913677.4818,14742.0,18888406.808045253,62.39574237284971,249.7453780120551,Residential,36.9397,7,No,Yes,9,9
7,2863.761455398827,176.28896740785,63.28547030782471,163.57174203246274,226.8572123402874,-317.6791511295907,3161.1965961708725,3388.0538085111602,Composite Rolled Steel with Metal Decking,7978359.7057,14742.0,14242971.419575462,55.848517940163084,218.22311179697704,Residential,36.1095,7,No,Yes,9,9
8,3107.784760221855,208.5383895172122,64.5581404892924,166.86916960940758,231.42731009869993,-390.2778699200815,3441.350019070802,3672.777329169502,Composite Cell Beams with Metal Decking,9345206.1455,14742.0,14499856.39197278,65.41644301825791,237.87589622093742,Residential,36.39341999999999,7,No,Yes,9,9
9,2450.873219965602,323.1969254749002,49.196113056695616,1720.2793593516922,1769.475472408388,-715.9066970021659,2880.6219394507098,3065.76713662974,Steel Frame with CLT Slabs,9445221.8573,14742.0,11550350.662903646,66.11655300077504,199.88729429192,Residential,36.6604,7,No,Yes,9,9
10,1992.8979204830428,292.5341015561761,48.82675979029074,2424.8252178069674,2473.6519775972583,-690.566091786397,2393.742580927921,2581.42007532518,"CLT, Glulam and Steel Column Hybrid",8274322.6877,14742.0,11369561.441693375,57.920258814098574,166.3046289337959,Residential,38.885000000000005,7,No,Yes,9,9
0,43398.91244358935,1617.3867440871431,1259.4696203398696,3253.722525641303,4513.192145981173,4790.280235135293,47637.25129090264,52150.44343688382,RC Flat Slab,66029541.5835,155232.0,264852518.58496976,462.206791084246,309.85530098167186,Education,81.12,16,No,No,9,9
1,33737.28587110347,1268.7643483910797,1004.1346486366914,2594.1388928263377,3598.27354146303,3374.764653384034,37048.07756223977,40646.3511037028,PT RC Flat Slab,71518547.3348,155232.0,213728671.10661316,500.6298313438777,241.8876738918757,Education,79.52000000000001,16,No,No,9,9
2,30984.916520230116,1171.3854668305469,886.0718023856092,2289.1578692269204,3175.2296716125306,3693.1229801049617,34025.55608759933,37200.78575921187,RC Rib Slab,63825489.1398,155232.0,187842374.93700382,446.77842397842943,222.0697698385498,Education,88.0,16,No,No,9,9
3,35066.487529384234,1343.1439166814075,913.484265538367,2359.969994609107,3273.4542601474745,5572.0270534981,38509.516629459926,41782.97088960739,Two-way RC Slab,62174734.4988,155232.0,193294002.78926796,435.2231414914524,250.88087360177911,Education,86.0,16,No,No,9,9
4,35073.01742142171,1310.6647741160002,1016.916715909926,2627.1576458421455,3644.074361752072,3928.9766847997566,38501.845851485974,42145.920213238045,One-Way Spanning RC,60980889.2832,155232.0,213808215.55172467,426.8662249820842,250.7776236630853,Education,88.4,16,No,No,9,9
5,32023.281627327684,1161.9839036355331,937.925580575073,2423.107023019873,3361.0326035949456,2947.610750224345,34689.85816252463,38050.89076611958,Precast Hollowcore with In-situ RC Beams,58567929.6032,155232.0,198275045.906257,409.97550722219745,226.11210104712188,Education,82.80000000000001,16,No,No,9,9
6,35252.4894331786,2461.2710557503924,800.8923464532955,2069.625389638311,2870.5177360916073,-3008.8214534672616,38784.35116042896,41654.86889652058,Non-Composite Rolled Steel with PCC Planks,98453510.4473,155232.0,170822696.9023119,689.174573131112,254.28729729411506,Education,89.6336,16,No,No,9,9
7,29313.420437660996,2009.3464978078819,531.3306309342427,1373.3045254581687,1904.6351563924115,-4606.089472535662,32392.319932142742,34296.95508853516,Composite Rolled Steel with Metal Decking,84534124.3081,155232.0,116312091.11851826,591.7388701564985,212.4823412846529,Education,87.80000000000001,16,No,No,9,9
8,32501.680089040525,2447.3117906830107,544.1988568244893,1406.6816498351063,1950.880506659596,-5633.469155112436,36061.553957041935,38012.43446370153,Composite Cell Beams with Metal Decking,101688465.9331,155232.0,118862608.09599622,711.819261531705,236.8929938322874,Education,87.18495999999999,16,No,No,9,9
9,22621.796802076035,3655.8132256894123,334.06886816028754,20434.816919713972,20768.88578787426,-9354.24643647835,27109.354304364024,28414.900642696997,Steel Frame with CLT Slabs,90714491.4375,155232.0,75360376.06832974,635.0014400625679,178.72832756407567,Education,88.80000000000001,16,No,No,9,9
10,18790.65243174825,3490.3379372481572,347.67182369643774,29220.356861279528,29568.02868497597,-9444.357403004538,23181.965004689897,24584.135129665872,"CLT, Glulam and Steel Column Hybrid",108054084.2743,155232.0,78175918.88177073,756.37858992035,154.21010870574526,Education,94.72,16,No,No,9,9
0,131586.38288548094,4875.620113168117,3866.656850162157,9988.671690306175,13855.328540468334,13342.17394353332,144415.2187222015,158270.54726266992,RC Flat Slab,187372753.1707,325728.0,816557954.187278,1311.6092721951952,447.38809065968144,Office,148.48,29,No,No,6,6
1,112984.81797766277,4197.496738697229,3358.156660480558,8675.109352330857,12033.266012811422,10885.987753672374,124017.9964900256,136051.26250283702,PT RC Flat Slab,201080287.1623,325728.0,712471582.7410468,1407.5620101363097,385.0622559318263,Office,146.305,29,No,No,6,6
2,83547.03821501968,3089.3231569698232,2442.7576660759887,6310.442302701569,8753.199968777559,8761.038409606468,91684.32563986894,100437.5256086465,RC Rib Slab,160898686.4117,325728.0,512639767.8436634,1126.2908048815736,284.93287787586735,Office,158.775,29,No,No,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,325728.0,0.0,0.0,,Office,0.0,29,No,No,6,6
4,84836.76492560003,3141.5242100930154,2456.1613323256024,6345.066775874939,8801.228108200543,9279.256907444913,93099.95139060824,101901.17949880878,One-Way Spanning RC,154579869.9315,325728.0,515195742.0680088,1082.059089520723,289.14312088653406,Office,158.775,29,No,No,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,325728.0,0.0,0.0,,Office,0.0,29,No,No,6,6
6,112707.9198578701,7534.024193346365,2589.207562212336,6690.239880902245,9279.447443114586,-7499.911860560763,124251.0851094961,133530.53255261068,Non-Composite Rolled Steel with PCC Planks,284987896.5617,325728.0,542170840.4787191,1994.915275931853,387.58105040226184,Office,164.66200000000003,29,No,No,6,6
7,87018.09854594157,5841.036111489204,1689.12268107899,4365.049076505027,6054.1717575840175,-10752.310090395786,96295.98887137433,102350.16062895836,Composite Rolled Steel with Metal Decking,235224127.3574,325728.0,355940034.1418827,1646.5688915018895,300.6881746821772,Office,154.6599,29,No,No,6,6
8,92238.26605742269,6521.751485884343,1717.6942565125016,4439.062724644916,6156.756981157415,-12245.647653101356,102283.59532512307,108440.35230628047,Composite Cell Beams with Metal Decking,263229780.6563,325728.0,361642383.4342242,1842.6084645943736,319.6722535051253,Office,155.21084497133884,29,No,No,6,6
9,71505.44614347153,8302.053984802316,1282.3337938249915,33429.695448296254,34712.02924212124,-17144.258509333293,82676.87953004432,87439.19868042243,Steel Frame with CLT Slabs,242294155.4881,325728.0,273063409.5301984,1696.059088416529,259.0288173520878,Office,159.79000000000002,29,No,No,6,6
10,69117.43925354574,8895.338863697241,1496.8951251813337,64648.44291269728,66145.33803787864,-19544.292345701182,81491.6814252845,87190.92282316314,"CLT, Glulam and Steel Column Hybrid",276241917.034,325728.0,316561245.8066373,1933.6934192377114,256.1197528137655,Office,170.52,29,No,No,6,6
0,10215.478727906968,625.6717369485115,307.9550713857397,795.6579274232952,1103.6129988090352,1022.6132580442314,11460.42319631333,12564.036195122362,RC Flat Slab,20805127.8227,51030.0,110100663.29508764,145.63589475881682,227.43600021697327,Education,39.080000000000005,8,Yes,Yes,6,6
1,9215.901525530047,587.1850594397879,285.38318485651746,737.3500238207342,1022.7332086772518,814.954748966231,10363.13063579584,11385.863844473091,PT RC Flat Slab,22292763.7218,51030.0,105348511.50067753,156.04934605250457,206.1371738555427,Education,38.84,8,Yes,Yes,6,6
2,8976.542841467746,579.2783709012523,274.08583629652895,708.1666097561837,982.2524460527127,859.0403182577028,10100.661675866386,11082.914121919097,RC Rib Slab,21634408.3715,51030.0,102937249.09204236,151.44085860072752,200.90343982886756,Education,40.0,8,Yes,Yes,6,6
3,9189.269400234263,590.1462738839447,269.5473466061403,696.4427417035156,965.9900883096558,1051.9706076960185,10335.24268380494,11301.232772114594,Two-way RC Slab,18549315.4332,51030.0,102042695.6567983,129.84520803221034,205.07716817239174,Education,40.2,8,Yes,Yes,6,6
4,9239.970869432484,589.8953658935251,280.2140703346026,723.997119938987,1004.2111902735898,910.9062860789767,10390.346912984009,11394.558103257594,One-Way Spanning RC,19983741.1634,51030.0,104325006.33263908,139.88618814347979,206.35377427253553,Education,40.2,8,Yes,Yes,6,6
5,10519.85076616386,626.4376177293907,319.51656667657824,825.5236877374339,1145.0402544140122,896.3765343377299,11687.149525690904,12832.189780104916,Precast Hollowcore with In-situ RC Beams,22122404.8897,51030.0,112379302.8675937,154.85683422777535,232.05969743128904,Education,40.0,8,Yes,Yes,6,6
6,8979.530043676772,706.9436592858412,251.8943225201551,650.8980215233751,902.7923440435302,-17.83457116549821,10091.747292782955,10994.539636826485,Non-Composite Rolled Steel with PCC Planks,25523323.3765,51030.0,98553820.78055602,178.66326363554248,201.2622096103958,Education,42.3984,8,Yes,Yes,6,6
7,9934.638377014337,755.5026248313839,239.21942598759753,618.1937310045776,857.4131569921749,-644.624910582297,11154.764780438816,12012.17793743099,Composite Rolled Steel with Metal Decking,25989251.2406,51030.0,96073709.79498868,181.92475868392475,222.15734938512134,Education,42.0368,8,Yes,Yes,6,6
8,10472.274015262383,835.9889682485923,239.39507938997136,618.6731452224315,858.0682246124026,-837.1531898098941,11777.026465863488,12635.09469047589,Composite Cell Beams with Metal Decking,29001857.4405,51030.0,96106946.52734299,203.0130020835187,234.7646378198512,Education,39.93568,8,Yes,Yes,6,6
9,7802.992315062296,1032.8969565103948,186.47320141963095,4151.506624296903,4337.979825716534,-1382.5520028924843,9223.674542237615,9912.27822116516,Steel Frame with CLT Slabs,26891754.0752,51030.0,85594555.92686121,188.24227852617872,184.43889517467753,Education,41.6784,8,Yes,Yes,6,6
10,7359.555717312654,1074.5606697487005,188.73723964510256,6121.839482755972,6310.576722401078,-1626.8703091605805,8836.556596425917,9544.048390826998,"CLT, Glulam and Steel Column Hybrid",26087536.4005,51030.0,86052236.03189941,182.61275480322445,176.74249169565238,Education,42.88,8,Yes,Yes,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,182400.0,0.0,0.0,,Residential,0.0,19,No,No,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,182400.0,0.0,0.0,,Residential,0.0,19,No,No,10,10
