,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y,Bays_X,Bays_Y
10,26153.8020919099,3909.4995393878694,549.0139030881346,30243.195704370555,30792.209607458684,-9594.144830773892,31359.143592193148,33485.59115165184,"CLT, Glulam and Steel Column Hybrid",116405479.6891,151200.0,119205381.42921041,814.8383578239169,212.79088591281126,Healthcare,97.5,15,No,Yes,7,7,6.0,20.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,425568.0,0.0,0.0,,Residential,0.0,30,Yes,No,8,8,13.0,11.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,425568.0,0.0,0.0,,Residential,0.0,30,Yes,No,8,8,13.0,11.0
2,107188.70478768817,4616.4983425259325,3075.7471413533194,7945.650583678844,11021.397725032168,12151.833534384847,118271.4516306829,129292.8493557151,RC Rib Slab,203549092.5077,425568.0,765553593.8045125,1424.8436475539831,281.2624428487031,Residential,156.0,30,Yes,No,8,8,13.0,11.0
3,122963.12764788617,5268.996343327515,3222.2794741028506,8324.17424502885,11546.453719131703,18767.18902753486,135596.7446582631,147143.1983773948,Two-way RC Slab,209785213.9453,425568.0,794963496.6888809,1468.4964976167796,322.0760046711216,Residential,158.25,30,Yes,No,8,8,13.0,11.0
4,115737.3417237652,4900.879834620917,3360.3725651625496,8680.897580106064,12041.270145268616,12469.65194008564,127626.87351867219,139668.14366394078,One-Way Spanning RC,195983661.0267,425568.0,821401533.0497961,1371.8856271869543,303.1213792998044,Residential,156.75000000000003,30,Yes,No,8,8,13.0,11.0
5,112687.0877628826,4691.099385269243,3285.4790778950965,8487.432039226405,11772.911117121506,10740.250080538697,123175.85933555932,134948.77045268082,Precast Hollowcore with In-situ RC Beams,192907804.2019,425568.0,805439411.4860115,1350.3546294132534,292.6117893379497,Residential,145.50000000000003,30,Yes,No,8,8,13.0,11.0
6,122514.28161969884,8535.12897512967,2902.3521790519526,7499.223265836465,10401.575444888424,-7129.557144057432,135476.25132724037,145877.82677212876,Non-Composite Rolled Steel with PCC Planks,308617474.822,425568.0,730926285.9394319,2160.3223237537677,323.41852218915454,Residential,157.27499999999998,30,Yes,No,8,8,13.0,11.0
7,99994.32118331305,7028.072571099763,1979.132308044663,5114.391637887264,7093.523945931928,-11922.598868672363,111033.32573705366,118126.8496829856,Composite Rolled Steel with Metal Decking,263652280.5185,425568.0,529984678.9906223,1845.5659636294558,265.2429028984395,Residential,152.616,30,Yes,No,8,8,13.0,11.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,425568.0,,,,Residential,152.826,30,Yes,No,8,8,13.0,11.0
9,76611.29430633465,10287.87192399272,1391.4035133176742,48596.18751200529,49987.59102532296,-21317.84903344048,90092.93060169533,95328.08126004584,Steel Frame with CLT Slabs,257254977.2009,425568.0,408246574.741411,1800.7848404065662,215.93192026210127,Residential,153.987,30,Yes,No,8,8,13.0,11.0
10,73434.36195539974,11724.430119114353,1489.7183207817275,88268.50181316904,89758.22013395076,-27460.129835832504,88797.92283200524,94601.735285956,"CLT, Glulam and Steel Column Hybrid",345878277.9615,425568.0,428004323.8132839,2421.147945730321,214.34663973262923,Residential,159.45000000000002,30,Yes,No,8,8,13.0,11.0
0,9712.680085194559,397.2304989308593,300.6108680577787,776.7977398370026,1077.4086078947814,954.3492946959566,10700.53032284538,11777.938930740162,RC Flat Slab,15996324.4671,30030.0,67932176.88231,111.97427126939792,360.05676304078514,Healthcare,16.86,3,No,No,11,11,10.0,7.0
1,7333.71468715072,312.9923712810191,234.28115446398962,605.4542173890627,839.7353718530522,660.8808131314305,8094.179975955322,8933.915347808374,PT RC Flat Slab,17699363.0155,30030.0,54753156.07768136,123.8955411083787,273.6621883804096,Healthcare,16.38,3,No,No,11,11,10.0,7.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,30030.0,0.0,0.0,,Healthcare,0.0,3,No,No,11,11,10.0,7.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,30030.0,0.0,0.0,,Healthcare,0.0,3,No,No,11,11,10.0,7.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,30030.0,0.0,0.0,,Healthcare,0.0,3,No,No,11,11,10.0,7.0
5,6990.676310734847,291.2609618321218,221.00937627487485,571.1704386591089,792.1798149339838,547.2694433933269,7597.74559364912,8389.925408583103,Precast Hollowcore with In-situ RC Beams,13797219.5,30030.0,52003456.396501675,96.58053650005203,256.22131635528376,Healthcare,17.475,3,No,No,11,11,10.0,7.0
6,6539.122695395046,442.68807395491035,174.3288829456684,450.65618641476027,624.9850693604287,-367.3760945145512,7193.811470595851,7818.796539956279,Non-Composite Rolled Steel with PCC Planks,18936081.0296,30030.0,42282534.80536971,132.55256720745012,243.96816642701634,Healthcare,19.254,3,No,No,11,11,10.0,7.0
7,5839.084647868075,434.35712848794844,120.43378189845879,311.4618810130367,431.89566291149555,-872.2026870695267,6494.388087942581,6926.283750854076,Composite Rolled Steel with Metal Decking,18982597.5857,30030.0,31678896.14002894,132.87818309996422,220.68818751390424,Healthcare,18.5403,3,No,No,11,11,10.0,7.0
8,7151.699322821393,615.5825439107691,126.52714149871966,327.25875317355013,453.7858946722699,-1316.8890062753542,8005.531515888336,8459.317410560605,Composite Cell Beams with Metal Decking,25712343.7635,30030.0,32894040.152376126,179.98640634469407,272.5780193883793,Healthcare,18.9336,3,No,No,11,11,10.0,7.0
9,5505.580974600729,849.3039561159163,88.24776480374939,3509.623431404602,3597.8711962083503,-1978.4082491624504,6540.910637212741,6875.583056662684,Steel Frame with CLT Slabs,23716130.5322,30030.0,25330480.27977082,166.01291372505352,223.34077758700613,Healthcare,18.5103,3,No,No,11,11,10.0,7.0
10,2.8226566368000006,0.19550868480000003,0.006149359101600001,0.01588508064,0.0220344397416,0.0,3.1792959089511057,3.2013303486927054,"CLT, Glulam and Steel Column Hybrid",,30030.0,1221.92928,0.0,,Healthcare,0.0,3,No,No,11,11,10.0,7.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,524160.0,0.0,0.0,,Residential,0.0,28,No,Yes,9,9,10.0,16.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,524160.0,0.0,0.0,,Residential,0.0,28,No,Yes,9,9,10.0,16.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,524160.0,0.0,0.0,,Residential,0.0,28,No,Yes,9,9,10.0,16.0
3,149045.52634656412,5669.539742674059,3862.831969345525,9978.983470857058,13841.815440202583,23479.647552341383,163634.61223875888,177476.42767896145,Two-way RC Slab,222532076.1067,524160.0,817108564.5189974,1557.7245327467717,315.1563201532083,Residential,147.0,28,No,Yes,9,9,10.0,16.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,524160.0,0.0,0.0,,Residential,0.0,28,No,Yes,9,9,10.0,16.0
5,128241.98779985597,4667.053749277978,3740.3118716277027,9662.488434526864,13402.80030615457,12166.87298411616,139417.49101390966,152820.29132006422,Precast Hollowcore with In-situ RC Beams,216180355.2979,524160.0,791290252.1266257,1513.2624870850645,268.8697220333386,Residential,137.9,28,No,Yes,9,9,10.0,16.0
6,142248.1550340286,10266.693811444611,3118.888391918985,8059.413172061426,11178.301563980413,-13294.632743965582,157057.47502305743,168235.77658703786,Non-Composite Rolled Steel with PCC Planks,385308926.5922,524160.0,658553513.517781,2697.1624861456003,304.78219915522556,Residential,147.7588,28,No,Yes,9,9,10.0,16.0
7,114373.8806925763,8084.502428555726,2064.037453988945,5334.40822888326,7398.445682872205,-17664.060753106125,126642.46747836999,134040.91316124218,Composite Rolled Steel with Metal Decking,321308537.5734,524160.0,434288118.3826927,2249.159763013736,245.9013034977559,Residential,144.438,28,No,Yes,9,9,10.0,16.0
8,124384.5957805897,9383.825205036876,2123.6180589364385,5488.711565434326,7612.329624370766,-20561.739087251404,138123.05234922917,145735.38197359993,Composite Cell Beams with Metal Decking,374034057.7276,524160.0,446506401.2225418,2618.2384040930806,268.5082622735849,Residential,145.57367999999997,28,No,Yes,9,9,10.0,16.0
9,91185.1779943907,13152.8154746797,1443.7079761811078,67455.87799644495,68899.58597262605,-32111.515755660257,107783.29616504637,113309.6711284981,Steel Frame with CLT Slabs,334047934.5721,524160.0,309187871.8507405,2338.3355420049697,210.09163558274446,Residential,146.6416,28,No,Yes,9,9,10.0,16.0
10,75462.30492204019,12040.008465307465,1496.130839731111,95811.29038512005,97307.42122485118,-30728.5712366338,91179.49167729433,97047.93357414549,"CLT, Glulam and Steel Column Hybrid",306904108.8382,524160.0,320190115.77620894,2148.328761867614,178.05216048374913,Residential,155.54000000000002,28,No,Yes,9,9,10.0,16.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,48360.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,48360.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,48360.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,48360.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,48360.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,48360.0,0.0,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,48360.0,,,,Healthcare,,30,Yes,No,12,12,5.0,2.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,48360.0,,,,Healthcare,,30,Yes,No,12,12,5.0,2.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,48360.0,,,,Healthcare,,30,Yes,No,12,12,5.0,2.0
9,,,,,,,,,Steel Frame with CLT Slabs,,48360.0,,,,Healthcare,,30,Yes,No,12,12,5.0,2.0
10,5.773615848000001,0.3999041280000001,0.012578234526000003,0.032492210400000006,0.04507044492600001,0.0,6.50310526830908,6.5481757132350795,"CLT, Glulam and Steel Column Hybrid",,48360.0,2499.4008000000003,0.0,,Healthcare,0.0,30,Yes,No,12,12,5.0,2.0
0,2477.36399213923,111.36287354556842,81.10803404033948,209.63732114678626,290.74535518712565,220.20657690836418,2740.35185179356,3031.0972069806858,RC Flat Slab,4941069.9835,9216.0,19623304.844742205,34.587489884661146,301.10018898418195,Residential,9.55,2,No,No,6,6,8.0,8.0
1,1970.7499151406807,93.3333411593577,67.30106892759737,173.9710426637963,241.27211159139372,152.64280440360687,2185.2794619656975,2426.5515735570916,PT RC Flat Slab,5166491.3567,9216.0,16881825.69538024,36.16543949683233,241.0421985093891,Residential,9.33,2,No,No,6,6,8.0,8.0
2,1450.8995272468637,75.42479926802913,50.29314945831395,130.03602962838954,180.3291790867035,128.53310849228617,1615.8047414106584,1796.1339204973622,RC Rib Slab,4458015.6545,9216.0,13447614.812628414,31.206109581664325,178.71211490802114,Residential,10.6,2,No,No,6,6,8.0,8.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,9216.0,0.0,0.0,,Residential,0.0,2,No,No,6,6,8.0,8.0
4,1514.6666759054517,77.82977221172118,51.60469041766176,133.42401422282995,185.0287046404917,143.82496706021203,1685.73306031221,1870.7617649527015,One-Way Spanning RC,4349939.6232,9216.0,13708229.012200752,30.44957736249112,186.2177341226889,Residential,10.6,2,No,No,6,6,8.0,8.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,9216.0,0.0,0.0,,Residential,0.0,2,No,No,6,6,8.0,8.0
6,1849.355778186175,119.93347155420282,55.4655601088468,143.41143330054592,198.87699340939278,-41.85777130676206,2037.069493128311,2235.9464865377035,Non-Composite Rolled Steel with PCC Planks,5748349.341,9216.0,14476492.018178904,40.23844538681004,225.40233707846363,Residential,10.3384,2,No,No,6,6,8.0,8.0
7,1613.3505619487469,105.42645629108162,41.112549762815405,106.33874065111756,147.45129041393298,-160.90167709693335,1789.8980573499305,1937.3493477638633,Composite Rolled Steel with Metal Decking,5271113.7107,9216.0,11627842.760036567,36.89779597482371,198.22003616805057,Residential,9.870000000000001,2,No,No,6,6,8.0,8.0
8,1805.944017364064,131.419225704682,42.006617728589404,108.6563130588068,150.66293078739622,-221.0710310917116,2011.298218036087,2161.961148823483,Composite Cell Beams with Metal Decking,6254277.3468,9216.0,11806117.560628047,43.77994142785223,222.9902516779448,Residential,9.987657569495584,2,No,No,6,6,8.0,8.0
9,1323.1299548993902,196.37859149961656,30.308381452196855,930.5092554038075,960.8176368560044,-395.7932690378563,1576.3294083478304,1689.7635589653023,Steel Frame with CLT Slabs,6165868.229,9216.0,9492772.970370496,43.161077603231995,175.72596418739826,Residential,10.0852,2,No,No,6,6,8.0,8.0
10,1106.96030676898,204.07099995485964,30.781541652667997,1654.1433476903076,1684.924889342975,-465.1898169167114,1372.8150066805997,1491.904632023575,"CLT, Glulam and Steel Column Hybrid",6734089.1827,9216.0,9590190.371660922,47.13862427903286,154.07482974822403,Residential,10.71,2,No,No,6,6,8.0,8.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,188160.0,0.0,0.0,,Education,0.0,19,Yes,Yes,7,7,8.0,12.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,188160.0,0.0,0.0,,Education,0.0,19,Yes,Yes,7,7,8.0,12.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,188160.0,0.0,0.0,,Education,0.0,19,Yes,Yes,7,7,8.0,12.0
3,61510.407846780094,2779.141885078086,1523.4090960234878,3935.525843604244,5458.934939627734,10855.356623771635,67958.520124464,73417.45506409173,Two-way RC Slab,100369546.1774,188160.0,400878899.4021614,702.5868232421489,364.9080938972478,Education,107.82500000000002,19,Yes,Yes,7,7,8.0,12.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,188160.0,0.0,0.0,,Education,0.0,19,Yes,Yes,7,7,8.0,12.0
5,57479.6458416232,2531.1715069852753,1699.3203201897077,4389.94132580213,6089.261645991841,5278.22312643393,63072.2179599617,69161.47960595353,Precast Hollowcore with In-situ RC Beams,94535059.0021,188160.0,440283140.16403115,661.7454130144105,338.7221692866502,Education,100.70000000000002,19,Yes,Yes,7,7,8.0,12.0
6,57123.172830884156,4030.0027430060018,1385.7469985834675,3580.569434471238,4966.316433054707,-2976.5294128047776,63282.5452494976,68248.8616825523,Non-Composite Rolled Steel with PCC Planks,140192358.5082,188160.0,373957629.0454233,981.3465095575384,341.53854038613485,Education,106.8883,19,Yes,Yes,7,7,8.0,12.0
7,49573.92963039005,3745.149781914774,993.4695722507086,2567.3598161421314,3560.82938839284,-5830.078802755887,55317.20767191335,58878.0370603062,Composite Rolled Steel with Metal Decking,132768661.9033,188160.0,290241766.16760224,929.3806333231107,298.9295722004489,Education,102.74440000000001,19,Yes,Yes,7,7,8.0,12.0
8,51917.55918780716,4041.725075863627,1007.7250037967017,2604.273453515724,3611.998457312424,-6452.048715797433,58000.80564658758,61612.80410389998,Composite Cell Beams with Metal Decking,147143811.7612,188160.0,293127325.35865486,1030.0066823284667,313.7266811698344,Education,103.53213999999998,19,Yes,Yes,7,7,8.0,12.0
9,40216.25743138407,5115.83212035106,752.8133711119103,20449.21045646264,21202.02382757454,-9766.455972104128,46998.35670223922,49798.6777775202,Steel Frame with CLT Slabs,133323008.2581,188160.0,239684136.66508728,933.2610578069894,254.73861479616397,Education,106.68310000000001,19,Yes,Yes,7,7,8.0,12.0
10,35950.93461042335,5261.704745595213,804.2139440428787,37572.1346183528,38376.34856239567,-11054.915127604849,43075.196376864114,46152.804203259795,"CLT, Glulam and Steel Column Hybrid",119897764.5029,188160.0,250241811.57519746,839.2843515201598,233.38903448333477,Education,116.66000000000001,19,Yes,Yes,7,7,8.0,12.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,110400.0,0.0,0.0,,Residential,0.0,23,No,No,8,8,5.0,8.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,110400.0,0.0,0.0,,Residential,0.0,23,No,No,8,8,5.0,8.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,110400.0,0.0,0.0,,Residential,0.0,23,No,No,8,8,5.0,8.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,110400.0,0.0,0.0,,Residential,0.0,23,No,No,8,8,5.0,8.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,110400.0,0.0,0.0,,Residential,0.0,23,No,No,8,8,5.0,8.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,110400.0,0.0,0.0,,Residential,0.0,23,No,No,8,8,5.0,8.0
6,36481.559951359974,2419.5354624468814,851.5409191356141,2200.291649674162,3051.832568809776,-2272.9186320330896,40167.39517238393,43219.22774119369,Non-Composite Rolled Steel with PCC Planks,90401566.453,110400.0,184691649.69264898,632.8109651711579,369.5670845793033,Residential,123.28690000000002,23,No,No,8,8,5.0,8.0
7,27355.526356674738,1913.0664207638129,510.13423332239057,1318.3804122677227,1828.514645590113,-3791.778411591822,30306.36291006184,32134.877555651958,Composite Rolled Steel with Metal Decking,76545257.0975,110400.0,110347198.05023411,535.8167996824048,279.3675698346399,Residential,117.1206,23,No,No,8,8,5.0,8.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,110400.0,,,,Residential,119.57837999999998,23,No,No,8,8,5.0,8.0
9,22620.718480588454,2854.0947654994834,394.4676800178843,13082.537969542149,13477.005649560031,-6212.436794754247,26380.22736170037,27860.658087713007,Steel Frame with CLT Slabs,77217617.4063,110400.0,86146188.6474443,540.5233218437683,243.84737937992878,Residential,121.8011,23,No,No,8,8,5.0,8.0
10,21056.060005528678,3261.0312152927813,432.4599019072403,26794.94488472934,27227.404786636576,-8052.99117604048,25383.63606135933,27074.90260799591,"CLT, Glulam and Steel Column Hybrid",85053548.1944,110400.0,93834175.49717513,595.3748373609916,235.31712770580003,Residential,128.685,23,No,No,8,8,5.0,8.0
0,21779.11935750586,802.8522905875627,625.5270112649998,1615.948865182135,2241.4758764471344,2468.9245868210533,23895.956656474213,26137.432532921346,RC Flat Slab,38979410.787,82810.0,130177478.1262193,272.8558755092762,291.85862253331106,Office,126.88000000000002,26,No,No,7,7,13.0,5.0
1,19519.17462369316,715.6575417688736,569.5208765887644,1471.273306157582,2040.7941827463467,2078.6102232850767,21414.04550446965,23454.839687215997,PT RC Flat Slab,43677061.2838,82810.0,118117229.33745696,305.7394289869457,262.2845662777031,Office,126.23000000000002,26,No,No,7,7,13.0,5.0
2,20300.308814960496,749.2234754528126,574.4463225056304,1483.9967630714934,2058.443085577124,2443.303362626867,22272.828417195942,24331.27150277306,RC Rib Slab,43884986.8392,82810.0,119208316.4254007,307.1949078741443,272.6726642322194,Office,131.3,26,No,No,7,7,13.0,5.0
3,19468.18965656856,721.8364653306535,545.5260004933597,1409.2895229006997,1954.8155233940593,2431.71207956994,21362.261333267677,23317.07685666173,Two-way RC Slab,36479454.3214,82810.0,113514144.17514206,255.35618024992635,261.0508092442653,Office,130.0,26,No,No,7,7,13.0,5.0
4,21516.182355732715,793.6143935795418,616.9592355101897,1593.8165085378168,2210.7757440480073,2456.1772592286034,23607.746128116636,25818.52187216464,One-Way Spanning RC,40369674.4635,82810.0,128415649.70403817,282.5877212447063,288.4957595623879,Office,131.3,26,No,No,7,7,13.0,5.0
5,22484.075240705286,806.5899102429398,650.5693310124644,1680.638414455268,2331.207745467733,2230.547942486892,24445.07892503169,26776.28667049942,Precast Hollowcore with In-situ RC Beams,41704580.1491,82810.0,134990606.4753876,291.9320610436984,298.7200940233714,Office,130.0,26,No,No,7,7,13.0,5.0
6,20841.161106546002,1278.604664824667,506.2050814933853,1307.9410252545663,1814.1461067479513,-802.9652768501617,22970.4495479221,24784.595654670047,Non-Composite Rolled Steel with PCC Planks,58578491.6387,82810.0,104765624.24329409,410.04944147065106,282.339077278019,Office,138.008,26,No,No,7,7,13.0,5.0
7,22857.052102478738,1404.912951704894,473.92298050834347,1224.637393073604,1698.560373581947,-2187.697455035855,25227.465337026963,26926.025710608912,Composite Rolled Steel with Metal Decking,60577252.0554,82810.0,98689106.97131701,424.0407643879633,309.763387289155,Office,136.84840000000003,26,No,No,7,7,13.0,5.0
8,22870.341267341075,1443.6393713886498,462.9920837938779,1196.4164228235966,1659.4085066174746,-2308.934062338902,25262.507644968813,26921.916151586283,Composite Cell Beams with Metal Decking,62750110.6498,82810.0,96477881.45455568,439.25077454882256,310.3702260538297,Office,133.37272,26,No,No,7,7,13.0,5.0
9,17379.190343019865,1908.9159949685265,364.73311002952863,9990.822483660151,10355.55559368968,-3595.2155670946345,20102.392199339447,21459.429954089275,Steel Frame with CLT Slabs,53955575.4705,82810.0,77322613.36709918,377.68902829382415,247.31410732560406,Office,135.9748,26,No,No,7,7,13.0,5.0
10,18099.616481210836,2056.100116719986,420.092842354854,14189.733385184938,14609.82622753979,-4014.294174789429,21098.076995988733,22675.729159528517,"CLT, Glulam and Steel Column Hybrid",60372732.1705,82810.0,88587499.06861319,422.6091251934127,259.88028162277675,Office,141.96000000000004,26,No,No,7,7,13.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,237600.0,0.0,0.0,,Residential,0.0,32,Yes,Yes,10,10,8.0,9.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,237600.0,0.0,0.0,,Residential,0.0,32,Yes,Yes,10,10,8.0,9.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,237600.0,0.0,0.0,,Residential,0.0,32,Yes,Yes,10,10,8.0,9.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,493200,237600.0,0.0,0.0,,Residential,0.0,32,Yes,Yes,10,10,8.0,9.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,0,237600.0,0.0,0.0,,Residential,0.0,32,Yes,Yes,10,10,8.0,9.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,237600.0,0.0,0.0,,Residential,0.0,32,Yes,Yes,10,10,8.0,9.0
6,63973.225201054185,4728.3212612441,1437.3474664151836,3714.052086637406,5151.399553052588,-4704.814756356521,70981.5909797187,76132.99053277129,Non-Composite Rolled Steel with PCC Planks,175398373.4713,237600.0,360268968.4851638,1227.788614299151,303.9115302778529,Residential,166.4672,32,Yes,Yes,10,10,8.0,9.0
7,62291.851668046584,4416.832857297915,1239.8107043112823,3203.8359544623995,4443.646658773682,-7133.867913332891,69226.32649022923,73669.9731490029,Composite Rolled Steel with Metal Decking,162543198.4031,237600.0,321676748.0143977,1137.8023888217288,296.1453235650293,Residential,165.20000000000002,32,Yes,Yes,10,10,8.0,9.0
8,64670.22606796618,4703.414701576354,1256.7616910014674,3247.7081427918138,4504.469833793281,-7677.9872720319945,71941.66355398095,76446.13338777423,Composite Cell Beams with Metal Decking,176343825.2198,237600.0,325123985.8604853,1234.4067765387397,307.9800939836687,Residential,166.36991999999998,32,Yes,Yes,10,10,8.0,9.0
9,45217.17924734255,5728.573937270832,854.6888634658882,26596.993623015507,27451.682486481393,-11410.643316432577,52881.26799240112,56079.00552475407,Steel Frame with CLT Slabs,146909117.3799,237600.0,237982443.2665432,1028.36382165943,226.89238978981712,Residential,166.56,32,Yes,Yes,10,10,8.0,9.0
10,42811.47301272084,5948.911754965023,926.688945254124,41918.237468225525,42844.92641347965,-12656.985642816522,50923.835196398744,54462.527369878386,"CLT, Glulam and Steel Column Hybrid",142351537.1091,237600.0,252640802.38573223,996.460759763924,218.51976412526375,Residential,179.04000000000002,32,Yes,Yes,10,10,8.0,9.0
0,3859.016648157912,194.49850841792494,132.5900030940575,342.79525782890624,475.38526092296377,336.2587255470651,4291.197710301439,4766.582971224404,RC Flat Slab,8713401.6957,11200.0,34692609.10610499,60.99381186962714,388.58852876527374,Healthcare,5.4799999999999995,1,No,Yes,8,8,7.0,20.0
1,3486.8177088663274,178.97408267504528,129.6755763684375,335.26668407171604,464.9422604401535,171.52340483993032,3882.371236607289,4347.313497047442,PT RC Flat Slab,7879782.2112,11200.0,34114520.15795134,55.15847547827592,351.56515286478253,Healthcare,5.3549999999999995,1,No,Yes,8,8,7.0,20.0
2,3479.8800910711543,178.74272260201622,129.4715803382734,334.73971966195285,464.2113000002263,170.83575841143508,3874.782979434213,4338.99427943444,RC Rib Slab,8480982.0808,11200.0,34076048.65430689,59.36687456549519,351.2633798214025,Healthcare,5.8,1,No,Yes,8,8,7.0,20.0
3,3479.436621425756,178.72731113907784,129.45828540610344,334.7053760716479,464.16366147775136,170.79586226830824,3874.297252785443,4338.460914263195,Two-way RC Slab,7526345.1232,11200.0,34073406.83966804,52.684415862583776,350.62336327214524,Healthcare,5.7,1,No,Yes,8,8,7.0,20.0
4,3492.908968809278,179.19838457873178,129.85302216502262,335.7250636754133,465.57808584043596,172.1536485201448,3889.05463940347,4354.632725243906,One-Way Spanning RC,7892909.5808,11200.0,34151844.34765,55.25036706549518,352.17008986330046,Healthcare,5.8,1,No,Yes,8,8,7.0,20.0
5,3487.3718237440758,178.99329398053038,129.69233227499285,335.3099680826886,465.0023003576814,171.5709639560066,3882.978131193862,4347.980431551543,Precast Hollowcore with In-situ RC Beams,7807599.857,11200.0,34117849.69725693,54.653198998788554,351.57422591005803,Healthcare,5.5,1,No,Yes,8,8,7.0,20.0
6,3515.625145733822,185.67597033630423,129.04126013205686,333.630281413604,462.671541545661,147.6292724494433,3917.219667640542,4379.891209186203,Non-Composite Rolled Steel with PCC Planks,8247539.6989,11200.0,33991739.36067949,57.73277789264921,354.9064683511778,Healthcare,5.9757,1,No,Yes,8,8,7.0,20.0
7,3476.027665309122,183.09922588811216,128.16049144609144,331.3545647436486,459.5150561897401,148.93451252458502,3873.208086505486,4332.723142695227,Composite Rolled Steel with Metal Decking,8145883.5452,11200.0,33819780.56249662,57.02118481667323,350.91332779662133,Healthcare,5.8124,1,No,Yes,8,8,7.0,20.0
8,3478.634202659911,183.21938057218355,128.21845377846626,331.504293570449,459.7227473489152,149.12386660554702,3876.090009562361,4335.812756911277,Composite Cell Beams with Metal Decking,8162837.3217,11200.0,33832330.27464992,57.139861251735624,351.18123846554437,Healthcare,5.95,1,No,Yes,8,8,7.0,20.0
9,3468.7044980468836,182.5111360769716,127.94468794331641,330.7968851799973,458.7415731233137,149.9900870371906,3865.074008654977,4323.815581778291,Steel Frame with CLT Slabs,9989463.4532,11200.0,33782042.68498215,69.92624417237525,351.3393082881565,Healthcare,5.93,1,No,Yes,8,8,7.0,20.0
