,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
6,12295.773808614882,825.5827606960821,328.42178362671586,848.5668486402357,1176.988632266951,-134.7573113114621,13647.10598669768,14824.09461896463,Non-Composite Rolled Steel with PCC Planks,29229327.7032,43200.0,99724432.60535333,320.6414648291667,Education,64.5227,11,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,10,10
7,11396.863708934085,829.1504893809954,257.55080802130914,665.5352495530447,923.086057574354,-868.470092552064,12736.743232177583,13659.829289751933,Composite Rolled Steel with Metal Decking,29135711.4712,43200.0,84756082.49914035,299.5530836221351,Education,61.26780000000001,11,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,10,10
8,12042.902262554813,910.7754278150263,261.72219194199283,676.3352660696042,938.0574580115971,-1044.158635043888,13476.453130781134,14414.510588792726,Composite Cell Beams with Metal Decking,32785657.042,43200.0,85595844.7435334,317.26742430728706,Education,62.357459999999996,11,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,10,10
9,9982.509255154808,1193.407493372083,211.83994778739657,4481.046541002105,4692.886488789501,-1882.5886185527704,11627.447209055803,12408.407092340716,Steel Frame with CLT Slabs,31614661.2795,43200.0,75386324.46664065,274.2766166206611,Education,61.8277,11,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,10,10
10,8941.098948387342,1185.5301902373435,222.6152421212959,7901.0679812982635,8123.683223419559,-2026.8350058052497,10618.070304415582,11456.217527835144,"CLT, Glulam and Steel Column Hybrid",35148306.0695,43200.0,77677616.34545591,251.48399182643078,Education,69.96000000000001,11,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,56320.0,0.0,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,56320.0,0.0,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,56320.0,0.0,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,56320.0,0.0,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,56320.0,0.0,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,56320.0,0.0,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
6,91.68039600720002,6.350157299200001,0.19973229130140005,0.51595028056,0.7156825718614,0.0,103.26410380794788,103.97978637980927,Non-Composite Rolled Steel with PCC Planks,1673022.2115,56320.0,39688.483120000004,,Education,0.0,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,56320.0,,,Education,56.509,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
8,,,,,,,,,Composite Cell Beams with Metal Decking,,56320.0,,,Education,58.7214,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
9,,,,,,,,,Steel Frame with CLT Slabs,,56320.0,,,Education,57.701,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,56320.0,,,Education,69.60000000000001,10,C32/40 - 50% GGBS,Yes,Yes,Lightweight Cladding,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,166320.0,0.0,,Healthcare,0.0,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
1,28221.375228536523,2364.507687685386,1641.9268483352043,4241.618364285328,5883.545212620532,5260.591084433916,32495.73801446948,38379.283227090025,PT RC Flat Slab,108466832.76,166320.0,407860734.7968248,199.9459225817048,Healthcare,123.74,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
2,26147.750232132836,2136.950398772635,1411.3036632999479,3645.870444671154,5057.174107971105,5463.466395596336,30030.381948036113,35087.55605600722,RC Rib Slab,100239358.2115,166320.0,356412398.35508525,184.77668022797462,Healthcare,135.125,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
3,33509.9239932429,2460.5185791863755,1486.0842051047991,3839.0442237994334,5325.128428904232,8724.34310593195,38137.65162213534,43462.78005103956,Two-way RC Slab,105628309.0103,166320.0,371336298.7255739,233.74849558205722,Healthcare,132.825,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
4,28334.053671605787,2329.868242935777,1559.8019898513105,4029.472679180388,5589.274669031699,5756.062764437902,32562.170218732143,38151.444887763835,One-Way Spanning RC,99012523.3682,166320.0,392061003.8325069,199.94743796482206,Healthcare,135.125,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
5,32259.13088410457,2317.2585271013295,1594.6908290763251,4119.597847570886,5714.288676647213,5178.551092145188,36316.84277121171,42031.13144785893,Precast Hollowcore with In-situ RC Beams,97302316.6189,166320.0,399010784.32267225,222.450450863058,Healthcare,127.64999999999999,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
6,39755.54483697434,3800.9982819267802,1361.3814295132177,3517.5313882368787,4878.912817750097,-2498.9416959649498,44903.93002714991,49782.842844899984,Non-Composite Rolled Steel with PCC Planks,142284447.0265,166320.0,346905521.04292154,275.9735519260187,Healthcare,137.4043,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
7,32472.969742613546,3318.039564785538,1032.6349147838507,2668.341910347028,3700.9768251308774,-4395.650797359895,37027.03103325267,40728.007858383535,Composite Rolled Steel with Metal Decking,127527873.5516,166320.0,276455962.68724495,227.99258145811723,Healthcare,133.5748,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
8,36102.200069382656,3802.7811456182953,1055.4257465081894,2727.3616127067544,3782.787359214944,-5483.15239794518,41200.03836534543,44982.82572456035,Composite Cell Beams with Metal Decking,146912506.7803,166320.0,281275137.9569769,253.89866469941802,Healthcare,134.52838,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
9,32102.165732887443,5065.486272068814,852.2963816775825,18861.31633357267,19713.61271525026,-9227.674464743739,38392.4917077629,41539.09524870123,Steel Frame with CLT Slabs,141287488.1923,166320.0,238383764.26211923,236.7815303337466,Healthcare,136.67059999999998,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
10,27636.125405039802,5093.206419259215,950.6290846674383,33133.18452616412,34083.81361083155,-9787.986972195858,34126.828080684856,37702.54825151642,"CLT, Glulam and Steel Column Hybrid",149501329.1428,166320.0,258596315.0429708,211.47990250531652,Healthcare,145.82,23,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,329472.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,329472.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,329472.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,329472.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,329472.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,329472.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,329472.0,,,Residential,,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,329472.0,,,Residential,,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,329472.0,,,Residential,,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
9,71402.98677467395,9950.58157025669,1717.364305335402,39347.257530935785,41064.62183627117,-18042.70536760666,84246.31652300015,90593.89371095331,Steel Frame with CLT Slabs,270678985.8645,329472.0,446655327.2444147,261.45186669596166,Residential,171.45600000000002,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,329472.0,,,Residential,195.68,32,C32/40 - 50% GGBS,Yes,No,Timber Cladding,12,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,187200.0,0.0,,Healthcare,0.0,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,187200.0,0.0,,Healthcare,0.0,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
2,,,,,,,,,RC Rib Slab,,187200.0,,,Healthcare,180.74999999999997,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,427440,187200.0,0.0,,Healthcare,0.0,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,0,187200.0,0.0,,Healthcare,0.0,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,187200.0,0.0,,Healthcare,0.0,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,187200.0,,,Healthcare,,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
7,56350.1455393356,4726.182276149995,1558.0141163871442,4025.852800175775,5583.86691656292,-6333.309772622621,63339.21120513441,68923.07812169731,Composite Rolled Steel with Metal Decking,185920039.3286,187200.0,331217078.20688736,345.3026254296726,Healthcare,176.625,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
8,62926.02528101111,5593.213786238192,1607.7643086002863,4154.629819620559,5762.394128220845,-8313.055950817636,70893.64384382761,76656.03797204842,Composite Cell Beams with Metal Decking,218763576.3993,187200.0,341195456.9080035,386.885624351618,Healthcare,179.0124,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
9,,,,,,,,,Steel Frame with CLT Slabs,,187200.0,,,Healthcare,180.62099999999998,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,187200.0,,,Healthcare,206.4,30,C32/40 - 50% GGBS,No,Yes,Curtain Walling,8,8
0,70073.03549602353,2852.9818840514654,2013.8139074870508,5202.2516084153,7216.065515902351,7821.911139252121,77153.4424340435,84369.50794994585,RC Flat Slab,112818248.5932,197472.0,471411891.47301894,394.7049210733461,Healthcare,176.22,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
1,62218.882923853176,2557.7271452318573,1818.0916294668743,4696.660030817229,6514.7516602841015,6482.618053721277,68535.46611495751,75050.2177752416,PT RC Flat Slab,118800953.5077,197472.0,430680516.0614523,351.27548609175574,Healthcare,174.73499999999999,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
2,,,,,,,,,RC Rib Slab,,197472.0,,,Healthcare,182.325,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
3,,,,,,,,,Two-way RC Slab,,197472.0,,,Healthcare,183.15,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
4,,,,,,,,,One-Way Spanning RC,,197472.0,,,Healthcare,183.15,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
5,65829.83161879837,2652.098120569736,1890.838622468338,4884.580728088769,6775.4193505571075,6818.284259642934,71983.55904896308,78758.9783995202,Precast Hollowcore with In-situ RC Beams,111869694.8557,197472.0,445305013.94613695,368.49096030299455,Healthcare,178.2,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,197472.0,,,Healthcare,190.146,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,197472.0,,,Healthcare,186.89219999999997,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
8,,,,,,,,,Composite Cell Beams with Metal Decking,,197472.0,,,Healthcare,182.48076,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
9,,,,,,,,,Steel Frame with CLT Slabs,,197472.0,,,Healthcare,187.7403,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,197472.0,,,Healthcare,194.04,33,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,133952.0,0.0,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,133952.0,0.0,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,133952.0,0.0,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,133952.0,0.0,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,133952.0,0.0,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,133952.0,0.0,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
6,248.87270968560003,17.2379366016,0.5421869746722001,1.4005823488800002,1.9427693235522001,0.0,280.31747731456994,282.2602466381221,Non-Composite Rolled Steel with PCC Planks,4541533.297,133952.0,107737.10376000001,,Residential,0.0,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,133952.0,,,Residential,113.3638,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
8,,,,,,,,,Composite Cell Beams with Metal Decking,,133952.0,,,Residential,117.08920823345456,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
9,,,,,,,,,Steel Frame with CLT Slabs,,133952.0,,,Residential,119.3566,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,133952.0,,,Residential,129.69,22,C32/40 - 75% GGBS,Yes,Yes,Lightweight Cladding,7,7
0,11902.851605883743,459.03467418265257,345.45452639387486,892.5353348193086,1237.9898612131833,1390.378572118289,13081.07139813426,14319.061259347445,RC Flat Slab,20273715.9096,54000.0,74355270.63888824,244.87013721299246,Office,45.09,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
1,9144.061966675386,355.5635860643345,277.92437789798447,718.090837959582,996.0152158575665,900.5606176203529,10054.435647397946,11050.450863255513,PT RC Flat Slab,22125839.557,54000.0,60406916.39914922,189.06141711661343,Office,44.370000000000005,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
2,9823.082597053366,383.27708516552445,285.30274078424986,737.1506924099447,1022.4534331941946,1168.2750808885874,10800.026296361722,11822.479729555918,RC Rib Slab,20998632.3818,54000.0,61878781.067525744,202.72253190804142,Office,48.150000000000006,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
3,9882.015072087026,390.5252435006432,272.75578448134286,704.7392802017395,977.4950646830822,1401.4663978543872,10867.294926874498,11844.789991557578,Two-way RC Slab,18593048.1766,54000.0,59515927.31732977,203.6564122983437,Office,48.6,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
4,11421.159077254495,439.85154430274406,339.8859161332893,878.1504498938017,1218.036366027091,1205.7885993158873,12552.573258769806,13770.609624796896,One-Way Spanning RC,20227471.8088,54000.0,73314418.09345405,235.07714002651215,Office,49.050000000000004,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
5,9117.999123715103,342.704064706278,273.22001221617865,705.9384775296812,979.1584897458599,783.6192291066126,9863.287614913332,10842.44610465919,Precast Hollowcore with In-situ RC Beams,18659883.2619,54000.0,59585498.03627515,185.07234810641444,Office,46.125,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
6,9084.295819024455,654.621629198943,209.567806090511,541.6429675156364,751.2107736061475,-804.1040949629223,9998.98303843444,10750.193812040588,Non-Composite Rolled Steel with PCC Planks,28941414.1127,54000.0,46922156.193275265,188.91801735598474,Office,49.74390000000001,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
7,9259.571038310401,668.3206861792252,161.99598703951563,418.7998662882268,580.7958533277426,-1641.5369811605344,10248.02185567474,10828.81770900248,Composite Rolled Steel with Metal Decking,28713942.5627,54000.0,37157733.962891124,193.50036025210494,Office,50.05980000000001,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
8,9935.802428217265,761.3710752875193,164.2099209559457,424.54782666692074,588.7577476228666,-1850.8072971503816,11026.228940635225,11614.98668825809,Composite Cell Beams with Metal Decking,32851061.3478,54000.0,37574915.95391276,208.44789574202846,Office,49.949999999999996,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
9,6993.6797573476215,1187.241269700816,95.0336444766,6146.200547930649,6241.23419240725,-3078.0388375892157,8414.103905238913,8787.448189389288,Steel Frame with CLT Slabs,30086958.6976,54000.0,23607472.212026235,159.7169002985561,Office,49.77,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
10,5235.6444140955855,1122.2447678440894,98.16251525178608,10005.14206088485,10103.304576136637,-3148.1874320098264,6616.956842130498,7022.587178267137,"CLT, Glulam and Steel Column Hybrid",33175056.2561,54000.0,24259120.59311846,126.8367080726522,Office,53.64000000000001,9,C32/40 - CEM I (OPC),No,No,Curtain Walling,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,361152.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,361152.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,361152.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,361152.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,361152.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,361152.0,0.0,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
6,454.64619664464004,31.49064565504001,0.9904792141186802,2.5586149594720005,3.5490941735906802,0.0,512.0901969327635,515.6392911063541,Non-Composite Rolled Steel with PCC Planks,8296573.9514,361152.0,196816.53534400003,,Office,0.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,361152.0,,,Office,62.8144,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,361152.0,,,Office,63.852799999999995,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
9,,,,,,,,,Steel Frame with CLT Slabs,,361152.0,,,Office,63.4711,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,361152.0,,,Office,77.0,11,C32/40 - 75% GGBS,Yes,No,Timber Cladding,11,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,41040.0,0.0,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,41040.0,0.0,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,41040.0,0.0,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,41040.0,0.0,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,41040.0,0.0,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,41040.0,0.0,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,41040.0,,,Healthcare,13.012,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,41040.0,,,Healthcare,12.399799999999999,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,41040.0,,,Healthcare,12.7568,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
9,,,,,,,,,Steel Frame with CLT Slabs,,41040.0,,,Healthcare,12.411999999999999,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
10,2.13837624,0.14811264000000002,0.004658605380000001,0.012034152000000001,0.01669275738,0.0,2.4085575067811407,2.42525026416114,"CLT, Glulam and Steel Column Hybrid",,41040.0,925.7040000000001,,Healthcare,0.0,2,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,12,12
0,2083.4326710887904,249.0188812552522,119.69054216219838,309.2448556745103,428.9353978367087,399.76884343530116,2473.1420757428887,2902.077473579597,RC Flat Slab,8595246.6388,13824.0,43853563.0688226,183.2543983083496,Office,24.75,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
1,1825.2496106153683,234.21078536844743,110.19267654279332,284.7098823904039,394.9025589331974,322.20297649878694,2183.8773813323987,2578.7799402655965,PT RC Flat Slab,9019430.1397,13824.0,41970744.28173655,162.5443715502075,Office,24.475,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
2,1859.3303778679538,232.61178903460387,105.98905093665154,273.8510383010162,379.8400892376678,361.6435201253645,2217.3237801263845,2597.163869364052,RC Rib Slab,8759296.737,13824.0,40988739.71405135,164.83209326427678,Office,26.125000000000004,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
3,1948.563976882987,236.0828436702049,105.98342273098261,273.8364994686872,379.8199221996699,406.0471874673709,2314.939798090608,2694.7597202902775,Two-way RC Slab,8230882.6703,13824.0,40990858.03958145,171.62586637607035,Office,26.125000000000004,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
4,1964.9161669598755,241.86327322294488,114.93779180726021,296.96750751470984,411.90529932197023,366.2650230299628,2339.9145544682265,2751.8198537901962,One-Way Spanning RC,8448393.9737,13824.0,42881485.616869,173.54262965015775,Office,26.25,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
5,2129.8906459795226,230.71782915915645,108.80291455744918,281.11983652662366,389.92275108407284,304.11584853952183,2472.6729228695863,2862.595673953658,Precast Hollowcore with In-situ RC Beams,8361560.4479,13824.0,41544756.93818065,183.10213006401202,Office,25.0,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
6,2161.557464348664,258.85109512612263,97.60972350448097,252.21987332293034,349.82959682741136,95.72135992223787,2516.916243470176,2866.7458402975867,Non-Composite Rolled Steel with PCC Planks,9430104.6552,13824.0,39284229.63457967,186.84367593003296,Office,27.515,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
7,2236.1921507789243,281.414472421755,89.8515933588918,232.19427777370842,322.04587113260027,-131.0235707570142,2621.1581243943665,2943.2039955269665,Composite Rolled Steel with Metal Decking,9855108.969,13824.0,37685018.473771505,194.59952887565265,Office,26.7225,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
8,2459.404085844662,311.63080478232405,90.86221819147265,234.81426903506866,325.6764872265413,-200.93708848741812,2877.7862549671527,3203.462742193694,Composite Cell Beams with Metal Decking,11024084.6209,13824.0,37886556.26310691,213.75541430220176,Office,26.690199999999997,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
9,1943.034199373688,375.67561790499997,75.46443595458356,1453.7711475383337,1529.235583492918,-389.25654003530485,2419.0161671744286,2696.435236905879,Steel Frame with CLT Slabs,10141074.8404,13824.0,34833539.718898,180.12179478131455,Office,26.893,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
10,1823.3137451247135,399.71831066054335,77.4171036592303,2265.0703197761313,2342.487423435362,-500.1831461810507,2330.9381267871804,2619.7781902225433,"CLT, Glulam and Steel Column Hybrid",11545482.4937,13824.0,35227029.83175616,174.46155267962615,Office,28.200000000000003,5,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,1626240.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,1626240.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,1626240.0,0.0,,Residential,0.0,32,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
