,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,477750.0,0.0,0.0,,Education,0.0,34,Yes,No,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,477750.0,0.0,0.0,,Education,0.0,34,Yes,No,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,477750.0,0.0,0.0,,Education,0.0,34,Yes,No,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,477750.0,0.0,0.0,,Education,0.0,34,Yes,No,10,10
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,477750.0,,,,Education,,34,Yes,No,10,10
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,477750.0,,,,Education,,34,Yes,No,10,10
8,,,,,,,,,Composite Cell Beams with Metal Decking,,477750.0,,,,Education,,34,Yes,No,10,10
9,,,,,,,,,Steel Frame with CLT Slabs,,477750.0,,,,Education,,34,Yes,No,10,10
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,477750.0,,,,Education,,34,Yes,No,10,10
0,3656.6486848907007,194.6352437668822,109.27695431903064,282.3208115507302,391.5977658697608,366.43493222291704,4072.7220687688623,4464.3198346386225,RC Flat Slab,7104121.3919,13860.0,33886671.74243443,49.72884974329077,297.4351312057831,Residential,41.535000000000004,9,Yes,Yes,7,7
1,3270.5260544727457,180.36063780847314,100.49644547444136,259.63892084438925,360.1353663188306,287.19542717340136,3649.4350053870667,4009.5703717058977,PT RC Flat Slab,7478259.816,13860.0,32146397.76902266,52.347818712095155,267.08389784265233,Residential,41.085,9,Yes,Yes,7,7
2,3233.6799045579273,179.66629940626194,97.38670261783655,251.60580467233507,348.9925072901716,315.8042424719948,3609.316689683561,3958.309196973733,RC Rib Slab,7369263.9024,13860.0,31519997.254258662,51.58484731699222,264.13431002889996,Residential,43.650000000000006,9,Yes,Yes,7,7
3,3399.5554176138135,186.36275504455267,99.39920590547656,256.8045215604265,356.20372746590306,377.85871829607794,3791.4171673878413,4147.620894853745,Two-way RC Slab,6749951.398,13860.0,31919898.553342618,47.24965978593419,276.96008854067645,Residential,43.650000000000006,9,Yes,Yes,7,7
4,3354.4884704292604,183.65711704815635,101.47408907171504,262.16437872110214,363.63846779281715,319.2593908473769,3741.5099062228865,4105.148374015704,One-Way Spanning RC,6916293.7025,13860.0,32320751.22131273,48.414055917744655,273.44328731173385,Residential,43.875,9,Yes,Yes,7,7
5,3452.7221464847084,184.56949395057114,104.91580391451734,271.05504796232015,375.9708518768375,288.110077216105,3819.5178624812993,4195.488714358136,Precast Hollowcore with In-situ RC Beams,7140600.3255,13860.0,33033535.093784686,49.98420227855726,279.1848531572768,Residential,42.074999999999996,9,Yes,Yes,7,7
6,3298.3388044313797,221.36498806490727,92.6486058734084,239.38425474161158,332.03286061502,36.42373146001033,3672.83713781296,4004.8699984279806,Non-Composite Rolled Steel with PCC Planks,8596113.5415,13860.0,30496648.671020232,60.17279479026331,269.33693597425855,Residential,45.3672,9,Yes,Yes,7,7
7,3477.0289919449656,235.93132906235408,85.49090715089253,220.90627825441305,306.39718540530555,-150.84071616764,3881.3641916921147,4187.76137709742,Composite Rolled Steel with Metal Decking,8896273.553,13860.0,29132188.800092466,62.27391487087769,284.53377392229385,Residential,45.029700000000005,9,Yes,Yes,7,7
8,3504.0578966460384,243.13849235374514,84.516232246153,218.39113133909882,302.90736358525186,-170.04748195558832,3914.2848833998287,4217.19224698508,Composite Cell Beams with Metal Decking,9229939.2122,13860.0,28919989.354948327,64.60957448558577,287.07752221395486,Residential,43.91748,9,Yes,Yes,7,7
9,2792.6464587303394,317.73891503482616,69.34718369023292,1390.7411568189968,1460.0883405092297,-397.6572765031159,3255.2605615994776,3510.4755076132956,Steel Frame with CLT Slabs,8829883.3391,13860.0,25777738.527361125,61.80918337391395,239.32682142665163,Residential,44.8173,9,Yes,Yes,7,7
10,2689.451474030237,329.0853037569203,71.16196786228647,1963.577301361664,2034.739269223951,-459.47302664333074,3169.91348763374,3434.7469136576906,"CLT, Glulam and Steel Column Hybrid",9224732.7137,13860.0,26154065.819577564,64.5731289956421,233.36844275825266,Residential,46.214999999999996,9,Yes,Yes,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,241920.0,0.0,0.0,,Healthcare,0.0,20,No,No,9,9
1,71924.99165572664,2696.4111766717006,2138.7556523149347,5525.163704417179,7663.919356732114,7028.186448275928,78973.60691653386,86637.52627326598,PT RC Flat Slab,135612209.7512,241920.0,456611465.4915122,949.2854682582342,330.369098812798,Healthcare,108.5,20,No,No,9,9
2,64010.112936486206,2411.216065482049,1821.077490714592,4704.534573606561,6525.612064321153,7596.112743841877,70280.47754967093,76806.0896139921,RC Rib Slab,120473240.4846,241920.0,386829533.05795,843.3126833920694,293.99714878084905,Healthcare,119.5,20,No,No,9,9
3,79178.69457347716,3029.9128881633746,1984.1699444393237,5125.836490828918,7110.006435268242,13604.139910193808,86935.46830161031,94045.47473687858,Two-way RC Slab,135556979.6243,241920.0,419189070.09199166,948.8988573700278,363.27863408970046,Healthcare,119.0,20,No,No,9,9
4,76434.44917025382,2881.0561770904187,2199.2408286403074,5681.409564770851,7880.65039341116,8623.263569683779,83927.74965943156,91808.40005284274,One-Way Spanning RC,125225287.962,241920.0,469459327.36769444,876.5770157341574,350.5469852644086,Healthcare,123.0,20,No,No,9,9
5,64708.632592339105,2358.104601705088,1882.8959100432364,4864.224479472902,6747.12038951614,6214.9370164813345,70303.39340700884,77050.51379652497,Precast Hollowcore with In-situ RC Beams,110068153.3476,241920.0,398601214.17258054,770.4770734332376,293.7908005970655,Healthcare,113.5,20,No,No,9,9
6,68173.78056039115,4645.708326038511,1560.2200606648405,4031.6143493572276,5591.834410022068,-5007.595309986267,75130.46503139725,80722.29944141931,Non-Composite Rolled Steel with PCC Planks,181180920.545,241920.0,330124240.7197868,1268.266443815109,315.80163473550084,Healthcare,123.896,20,No,No,9,9
7,60429.66770305688,4351.8072308170385,1102.9379399648774,2850.52594311931,3953.4638830841873,-8877.664932284628,67022.17230068134,70975.63618376553,Composite Rolled Steel with Metal Decking,171190456.9241,241920.0,239286744.1919582,1198.3331984687961,281.9961371492648,Healthcare,119.244,20,No,No,9,9
8,68071.29997957702,5188.589828423556,1187.2585879438466,3068.579796338606,4255.838384282452,-10459.416137399074,75702.36280103774,79958.2011853202,Composite Cell Beams with Metal Decking,204298919.7536,241920.0,256459205.58991387,1430.0924382750607,318.83455373393195,Healthcare,121.3772,20,No,No,9,9
9,53469.39404988743,7403.650264371982,839.4216125918961,34703.638979897485,35543.060592489375,-17404.039309091957,62860.51548316793,66048.93387382245,Steel Frame with CLT Slabs,190953185.3573,241920.0,183256777.0845626,1336.672297501054,265.36535954310926,Healthcare,122.25999999999999,20,No,No,9,9
10,46851.12462175148,6907.468415314499,943.0407014514825,52205.29675866362,53148.337460115064,-16633.687010672085,56033.67940318234,59687.60406329742,"CLT, Glulam and Steel Column Hybrid",221639465.445,241920.0,204470179.6007995,1551.4762581149216,238.03387756819302,Healthcare,137.6,20,No,No,9,9
0,134185.59447107263,4987.110006283324,3820.2785427142603,9869.169982318792,13689.448525033054,15827.166207989183,147262.94310195508,160952.39162698813,RC Flat Slab,209896796.03,506880.0,799756821.7168301,1469.2775722102674,293.42688737800927,Healthcare,118.90999999999998,22,No,Yes,8,8
1,108463.8755186724,4048.3526940420415,3186.253974346117,8231.35192195399,11417.60589630011,11330.434732404881,119069.14490847479,130486.7508047749,PT RC Flat Slab,223766129.0904,506880.0,673448476.7064115,1566.362903632488,237.99618807628488,Healthcare,117.15,22,No,Yes,8,8
2,107390.72926168652,4061.0393189249185,3011.934723979258,7781.0488410261905,10792.98356500545,13497.022283971486,117919.09868275722,128712.08224776265,RC Rib Slab,214331827.914,506880.0,639792148.8157055,1500.322795397829,235.59702785305214,Healthcare,124.85,22,No,Yes,8,8
3,116299.95238173117,4432.706517067426,3080.095881311779,7957.123365680493,11037.219246992274,17465.73047732989,127704.85100312364,138742.07025011588,Two-way RC Slab,194921103.4171,506880.0,653228896.2308918,1364.4477239197072,254.634822299249,Healthcare,122.65,22,No,Yes,8,8
4,119254.07051077967,4466.3218663022,3385.906994316904,8747.097428088166,12133.004422405073,14272.665544772806,130909.04562624707,143042.05004865216,One-Way Spanning RC,202842035.5288,506880.0,713873335.4704376,1419.8942487017418,261.0656168618782,Healthcare,125.4,22,No,Yes,8,8
5,110100.60211487877,3999.590597453643,3181.1930804129424,8218.27857448628,11399.471654899224,10753.054620395382,119403.09585173508,130802.56750663431,Precast Hollowcore with In-situ RC Beams,192009799.324,506880.0,672611679.5476389,1344.0685952679928,238.2164702631847,Healthcare,119.9,22,No,Yes,8,8
6,107527.8800619935,7889.272687359564,2332.902803532073,6028.664491597197,8361.567295129269,-10451.812006274708,118750.63198345297,127112.19927858221,Non-Composite Rolled Steel with PCC Planks,319008249.8382,506880.0,495170291.23789304,2233.057748867652,238.68310000852395,Healthcare,129.635,22,No,Yes,8,8
7,105455.45195084636,7607.409623768484,1865.1525171364985,4820.6569143230645,6685.809431459563,-17141.21339165502,116838.1899561858,123523.99938764535,Composite Rolled Steel with Metal Decking,302718236.3096,506880.0,398485072.7319789,2119.02765416737,234.6851673184051,Healthcare,127.9784,22,No,Yes,8,8
8,119570.03991936239,9529.304039003595,1932.2946330402913,4994.693906449692,6926.988539489982,-21727.13315064058,133073.18223635663,140000.1707758466,Composite Cell Beams with Metal Decking,374270133.4321,506880.0,411864056.6005761,2619.8909340246933,267.7025591271728,Healthcare,128.67932,22,No,Yes,8,8
9,83296.9052853676,11962.889344169316,1261.9690075849717,56129.79487402389,57391.763881608866,-29037.73239563554,98256.26527068879,103071.73557431607,Steel Frame with CLT Slabs,312028297.6947,506880.0,279274829.68850344,2184.1980838628806,198.1543232215745,Healthcare,127.42839999999998,22,No,Yes,8,8
10,78410.55060135538,13000.380486982443,1441.1437003917551,99120.17660787416,100561.3203082659,-33911.35080936932,95009.0204119552,100699.76766422113,"CLT, Glulam and Steel Column Hybrid",393962317.4464,506880.0,315730034.899001,2757.736222124528,192.8794914655929,Healthcare,141.67999999999998,22,No,Yes,8,8
0,7394.691221148837,608.6297538527807,227.1971769114007,587.0903028178395,814.28747972924,750.3349336284284,8452.683597493913,9266.971077223154,RC Flat Slab,17282083.0461,37485.0,108835610.87307304,120.97458132272298,228.72237371793082,Residential,18.220000000000002,4,Yes,No,7,7
1,6851.195706885763,588.5531963713526,214.6451856589899,554.6658842820542,769.3110699410439,641.8690292160907,7856.859043463312,8626.170113404356,PT RC Flat Slab,18982995.1499,37485.0,106339344.09791383,132.8809660496088,213.1449915836447,Residential,18.1,4,Yes,No,7,7
2,6914.730555188448,592.7409190383235,210.33159493357545,543.5229772914157,753.8545722249909,746.5871874949463,7927.350541845137,8681.205114070126,RC Rib Slab,18617516.0689,37485.0,105486358.87421617,130.32261248198824,214.9572670221989,Residential,18.7,4,Yes,No,7,7
3,6703.0118513421,585.7551054953166,202.80326123980944,524.0757168802963,726.8789781201058,746.3452760805529,7695.624978546586,8422.503956666693,Two-way RC Slab,15900843.1929,37485.0,103990415.76566851,111.30590235019118,208.26813074287787,Residential,18.6,4,Yes,No,7,7
4,7139.720681302139,599.8111772704085,219.45459008765607,567.0895817629604,786.5441718506164,728.9688302418434,8173.442675341396,8959.986847192013,One-Way Spanning RC,17262923.6711,37485.0,107299174.60279652,120.84046569762818,221.2693915176477,Residential,18.8,4,Yes,No,7,7
5,7558.203669454397,607.0440161656263,233.68330209633385,603.8453206825451,837.5286227788788,653.0670052598675,8551.298476322861,9388.82709910174,Precast Hollowcore with In-situ RC Beams,18528970.9281,37485.0,110122377.66718236,129.7027964964159,231.58600167585107,Residential,18.7,4,Yes,No,7,7
6,6663.296875288744,652.1375241616196,194.8270344274504,503.5030673714902,698.3301017989405,147.17348627425287,7627.259242978113,8325.589344777052,Non-Composite Rolled Steel with PCC Planks,20583655.7927,37485.0,102414146.46682598,144.0855905491735,207.31878974329163,Residential,19.7376,4,Yes,No,7,7
7,7593.618866876832,716.586096915608,186.285767027094,481.4758777634915,667.7616447905856,-385.5967798286912,8670.34357408018,9338.105218870764,Composite Rolled Steel with Metal Decking,21969485.6917,37485.0,100837077.54144004,153.7863998415689,235.40429435565554,Residential,19.728,4,Yes,No,7,7
8,7774.433722576512,740.2108955335632,186.840000310435,482.91476142189987,669.7547617323349,-428.78750292721486,8877.704456288086,9547.45921802042,Composite Cell Beams with Metal Decking,23104336.5565,37485.0,100944870.99152227,161.73035589559134,241.14805421325005,Residential,18.96784,4,Yes,No,7,7
9,5695.613328226891,917.2038100215802,145.8951145457697,3653.78809821772,3799.683212763492,-967.2593038860344,6915.7699232023815,7456.818273580553,Steel Frame with CLT Slabs,20314485.1171,37485.0,92661936.70129278,142.2013958200255,188.2878836607285,Residential,19.4328,4,Yes,No,7,7
10,5504.047073791714,961.0408770032154,147.64515663153483,4984.658326797839,5132.303483429371,-1173.2022657253349,6779.009357209786,7333.608655039157,"CLT, Glulam and Steel Column Hybrid",20098231.3373,37485.0,93014948.99670033,140.68761936108532,184.59909234549474,Residential,20.22,4,Yes,No,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,217600.0,0.0,0.0,,Healthcare,0.0,4,Yes,No,8,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,217600.0,0.0,0.0,,Healthcare,0.0,4,Yes,No,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,217600.0,0.0,0.0,,Healthcare,0.0,4,Yes,No,8,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,217600.0,0.0,0.0,,Healthcare,0.0,4,Yes,No,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,217600.0,0.0,0.0,,Healthcare,0.0,4,Yes,No,8,8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,217600.0,0.0,0.0,,Healthcare,0.0,4,Yes,No,8,8
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,217600.0,,,,Healthcare,25.662799999999997,4,Yes,No,8,8
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,217600.0,,,,Healthcare,23.8488,4,Yes,No,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,217600.0,,,,Healthcare,25.03368,4,Yes,No,8,8
9,,,,,,,,,Steel Frame with CLT Slabs,,217600.0,,,,Healthcare,24.863999999999997,4,Yes,No,8,8
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,217600.0,,,,Healthcare,30.24,4,Yes,No,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,358400.0,0.0,0.0,,Education,0.0,27,Yes,Yes,10,10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,358400.0,0.0,0.0,,Education,0.0,27,Yes,Yes,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,358400.0,0.0,0.0,,Education,0.0,27,Yes,Yes,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,358400.0,0.0,0.0,,Education,0.0,27,Yes,Yes,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,358400.0,0.0,0.0,,Education,0.0,27,Yes,Yes,10,10
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,358400.0,0.0,0.0,,Education,0.0,27,Yes,Yes,10,10
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,358400.0,,,,Education,,27,Yes,Yes,10,10
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,358400.0,,,,Education,,27,Yes,Yes,10,10
8,,,,,,,,,Composite Cell Beams with Metal Decking,,358400.0,,,,Education,,27,Yes,Yes,10,10
9,,,,,,,,,Steel Frame with CLT Slabs,,358400.0,,,,Education,155.7927,27,Yes,Yes,10,10
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,358400.0,,,,Education,187.92000000000002,27,Yes,Yes,10,10
0,47911.11023301875,2274.7292593774355,1362.3423180047903,3519.514591144326,4881.856909149117,5757.278124762705,53074.52728559239,57956.38419474151,RC Flat Slab,84039129.1687,221616.0,376676142.08520234,588.273904181137,242.14317192699772,Residential,83.07000000000001,18,Yes,Yes,9,9
1,40318.8414847191,1991.367873573367,1195.0467442912993,3087.3551359480266,4282.401880239327,4113.959681233343,44749.74555249065,49032.147432729995,PT RC Flat Slab,92091388.5559,221616.0,343334197.89579034,644.6397198913943,204.8335195670982,Residential,82.17,18,Yes,Yes,9,9
2,42588.5118186008,2084.031381330384,1220.9813586589298,3154.349668840067,4375.331027498997,4988.561624160983,47242.18015664693,51617.51118414594,RC Rib Slab,90021045.9987,221616.0,348587458.3652557,630.1473219912218,216.01476192440145,Residential,87.75,18,Yes,Yes,9,9
3,42113.02047254837,2075.1915275872593,1183.2293744769672,3056.828398225956,4240.057772702925,5319.882900236871,46724.99469458982,50965.05246729276,Two-way RC Slab,74744451.0227,221616.0,341139772.6228858,523.2111571588307,213.19853192796845,Residential,88.2,18,Yes,Yes,9,9
4,47251.49188590839,2239.3559692589415,1380.6103116156844,3566.704639220158,4947.314950835845,5092.252674433826,52346.19548349448,57293.510434330325,One-Way Spanning RC,83747350.5232,221616.0,380217154.04022396,586.2314536623765,238.84749718953887,Residential,88.64999999999999,18,Yes,Yes,9,9
5,40300.24672841387,1948.260680230333,1188.44829698792,3070.3099665602613,4258.758263548182,3634.806597433508,44199.97395462914,48458.73221817733,Precast Hollowcore with In-situ RC Beams,80062974.7366,221616.0,342084075.0565056,560.4408231565056,201.97284843055394,Residential,84.14999999999999,18,Yes,Yes,9,9
6,40436.162329524646,3085.5851888923717,971.7667022104263,2511.056117390224,3482.8228196006507,-2303.5986527106033,44954.65599787112,48437.47881747177,Non-Composite Rolled Steel with PCC Planks,117795027.4598,221616.0,297526577.5550701,824.5651922185384,206.57001836550455,Residential,92.115,18,Yes,Yes,9,9
7,42087.223922970115,3186.230122069156,822.3761278299211,2125.321835980807,2947.697963810728,-5412.990502671941,46929.398835291446,49877.096799102175,Composite Rolled Steel with Metal Decking,117726010.1104,221616.0,266879449.20388705,824.0820707730755,215.4784893963636,Residential,91.56960000000001,18,Yes,Yes,9,9
8,42739.67879735686,3299.353522885695,815.3377412957193,2107.1780970152467,2922.5158383109665,-5641.924325642058,47691.96121965597,50614.477057966935,Composite Cell Beams with Metal Decking,123872156.6997,221616.0,265324600.82897794,867.1050968978087,219.11354016205408,Residential,88.01639999999999,18,Yes,Yes,9,9
9,29846.731057536028,4765.1361579005625,557.2272460692726,26439.642772951727,26996.870019020993,-10099.677910288676,35924.43456492582,38059.50641880919,Steel Frame with CLT Slabs,110899033.5946,221616.0,213238544.42606783,776.2932351624909,165.60504566497144,Residential,91.40400000000001,18,Yes,Yes,9,9
10,25993.766434846988,4435.641681293373,561.7188599631794,31992.664435312246,32554.383295275413,-9617.491083502104,31766.89650585652,33948.31711313195,"CLT, Glulam and Steel Column Hybrid",125278347.4067,221616.0,213830834.96248066,876.9484318469114,147.29913425792105,Residential,97.11000000000001,18,Yes,Yes,9,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,884520.0,0.0,0.0,,Education,0.0,26,Yes,No,7,7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,884520.0,0.0,0.0,,Education,0.0,26,Yes,No,7,7
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,884520.0,0.0,0.0,,Education,0.0,26,Yes,No,7,7
3,266742.50728735584,11734.238167535908,6509.999581923242,16817.531508652904,23327.531090576147,48423.109760134845,294369.88105208694,317697.41214266315,Two-way RC Slab,425681419.9662,884520.0,1656809993.749588,2979.769939763502,336.1706360419781,Education,144.3,26,Yes,No,7,7
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,884520.0,0.0,0.0,,Education,0.0,26,Yes,No,7,7
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,884520.0,0.0,0.0,,Education,0.0,26,Yes,No,7,7
6,262523.25941841677,19734.90348775996,5911.624193470622,15275.528643389101,21187.15283685973,-20869.080506227325,290972.99437593436,312160.1472127941,Non-Composite Rolled Steel with PCC Planks,680068831.0465,884520.0,1537211142.857736,4760.48181732566,334.34345881750556,Education,146.22660000000002,26,Yes,No,7,7
7,220203.97784096372,17181.817300142902,4057.2500347590744,10485.498180712799,14542.748215471873,-31434.910241640857,245643.1002951108,260185.8485105826,Composite Rolled Steel with Metal Decking,609981028.3755,884520.0,1148115040.9299188,4269.867198628727,282.5407763461985,Education,140.5976,26,Yes,No,7,7
8,228311.94600164867,18598.67230271143,3995.7700316833807,10327.155260380241,14322.92529206363,-35015.55392426733,255133.68739472784,269456.6126867916,Composite Cell Beams with Metal Decking,676685494.6309,884520.0,1134171765.8302379,4736.798462416176,293.7983153090309,Education,139.38335066395896,26,Yes,No,7,7
9,175966.22613915036,24603.55654382519,2829.4326091026546,100382.25405129416,103211.6866603969,-52915.516187453744,207126.08403517923,217781.5872093376,Steel Frame with CLT Slabs,616257276.5358,884520.0,887962402.3931373,4313.800935750625,239.04477566468805,Education,144.09720000000002,26,Yes,No,7,7
10,150276.6800422446,24404.76974494599,2993.0914134879495,175739.74250990426,178732.8339233921,-56645.79010229633,181963.45825240202,193615.78439979412,"CLT, Glulam and Steel Column Hybrid",529854820.7344,884520.0,922011783.5604508,3708.983745140901,209.91322072710952,Education,156.52,26,Yes,No,7,7
0,29413.34065676418,1107.5525910947713,865.0075336020091,2234.7393740941616,3099.7469076961706,3132.4222008672477,32299.503932124288,35399.25083982046,RC Flat Slab,42992038.1796,85536.0,183536455.9324373,300.94426725753357,381.13131546228277,Healthcare,50.58,9,No,Yes,11,11
1,20150.806271575126,766.9216546692938,616.076351783564,1591.6980698438317,2207.7744216273954,1841.3432151930733,22140.609731717144,24348.384153344537,PT RC Flat Slab,42505128.9308,85536.0,132252535.63371746,297.5359025158259,262.3239996519941,Healthcare,48.824999999999996,9,No,Yes,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,85536.0,0.0,0.0,,Healthcare,0.0,9,No,Yes,11,11
3,24612.55789565475,952.5678546366009,654.5109342035662,1690.9826344657947,2345.493568669361,3760.42726488586,27041.58792538707,29387.08149405643,Two-way RC Slab,39080870.4537,85536.0,139999048.367517,273.56609317575493,319.34102621776594,Healthcare,54.0,9,No,Yes,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,85536.0,0.0,0.0,,Healthcare,0.0,9,No,Yes,11,11
5,19885.11944879317,735.1652741320229,599.6843509064278,1549.354103345517,2149.038454251945,1621.6582163254013,21546.152874285384,23695.191328537323,Precast Hollowcore with In-situ RC Beams,34115734.1714,85536.0,129094216.61585133,238.81013919998696,254.68765214044814,Healthcare,51.525,9,No,Yes,11,11
6,19576.184470441167,1253.9151808951594,487.79237465503275,1260.536989843095,1748.3293644981281,-1130.5991349367819,21522.862132516497,23271.191497014624,Non-Composite Rolled Steel with PCC Planks,51927946.222,85536.0,106215177.96252461,363.49562355392055,255.87305644489356,Healthcare,57.16439999999999,9,No,Yes,11,11
7,18085.713938013192,1245.596739143962,358.5639371147639,926.7876179642333,1285.3515550789969,-2472.0963551965065,20034.48476679066,21319.836321869654,Composite Rolled Steel with Metal Decking,51698670.4078,85536.0,80106337.42985278,361.89069285494196,238.45369738642913,Healthcare,54.9936,9,No,Yes,11,11
8,20515.14418331735,1562.656439974539,373.6758540105249,965.9214538690817,1339.5973078796064,-3205.2546345418905,22821.546381507946,24161.143689387558,Composite Cell Beams with Metal Decking,64222283.127,85536.0,83163449.013218,449.55598188913365,272.06208337304855,Healthcare,56.57526,9,No,Yes,11,11
9,16345.239413566947,2181.0065745725205,270.3547706736458,9006.722763145402,9277.077533819052,-5033.692983797135,19123.310438793513,20138.39898178688,Steel Frame with CLT Slabs,61393379.6916,85536.0,61882707.383803815,429.7536578411467,228.59455780764426,Healthcare,55.530899999999995,9,No,Yes,11,11
10,14388.22124887368,2153.7103266678014,326.4590744599987,17732.60694157733,18059.06601603733,-5228.906352044911,17296.13410237683,18559.23641921416,"CLT, Glulam and Steel Column Hybrid",57464137.2611,85536.0,73311387.01725437,402.24896082738223,206.91151168168034,Healthcare,67.67999999999999,9,No,Yes,11,11
0,9434.59057881571,385.83215142417873,289.03015094627744,746.8656373770037,1035.8957883232815,965.9943104733503,10393.579685887295,11429.475474210574,RC Flat Slab,16869175.0663,37440.0,65345350.58157617,118.08422546419521,280.76025404250777,Healthcare,21.919999999999998,4,No,No,8,8
1,6839.906876461161,291.3933012438098,218.99098172252752,565.93981523915,784.9307969616776,609.2144787585694,7548.729445581018,8333.660242542695,PT RC Flat Slab,17271646.8283,37440.0,51084452.12495932,120.90152779801817,204.85125463085032,Healthcare,21.419999999999998,4,No,No,8,8
2,6348.018389354729,278.1168493265169,192.3522910591253,497.12650602420126,689.4787970833265,754.2987551545979,7011.727893894568,7701.206690977893,RC Rib Slab,16067444.4152,37440.0,45804992.20651938,112.47211090669262,190.28311978635844,Healthcare,23.2,4,No,No,8,8
3,7517.115254305949,326.38320748753875,203.13925994167195,524.9915026408147,728.1307625824867,1245.7485530560082,8295.659922003213,9023.790684585701,Two-way RC Slab,15935593.3336,37440.0,47948453.48472042,111.54915333506624,224.55152444813783,Healthcare,22.8,4,No,No,8,8
4,7093.284391552398,303.57547653480907,215.99473941175026,558.1998947145391,774.1946341262893,800.6504874178198,7827.792545837,8601.98717996329,One-Way Spanning RC,15220906.1855,37440.0,50497000.228570774,106.54634329826003,211.92144468844177,Healthcare,23.2,4,No,No,8,8
5,6857.648295720971,284.4582664583165,213.20117925198053,550.9835445750444,764.1847238270251,588.7000608688712,7455.536659197216,8219.721383024242,Precast Hollowcore with In-situ RC Beams,15429495.2096,37440.0,49937933.06893427,108.00646646689073,202.01771168974645,Healthcare,22.0,4,No,No,8,8
6,7183.901304024125,464.99827152097964,191.6656326970136,495.42483906315766,687.0904717601713,-333.8491945906426,7883.969941705872,8571.060413466044,Non-Composite Rolled Steel with PCC Planks,21063400.9935,37440.0,45645459.88559222,147.44380695475513,214.51425610738855,Healthcare,23.9028,4,No,No,8,8
7,6397.201154049556,445.23799884443935,130.19744426426954,336.67094647011805,466.8683907343876,-951.2370582681174,7085.5785014758185,7552.446892210207,Composite Rolled Steel with Metal Decking,20258120.7782,37440.0,33142732.085563064,141.80684544769073,193.03913853962362,Healthcare,23.2496,4,No,No,8,8
8,7570.320569355175,590.8975883347721,139.49176957479747,360.7229191999992,500.2146887747968,-1263.2717392619065,8428.149570965343,8928.36425974014,Composite Cell Beams with Metal Decking,25860171.1761,37440.0,35333975.577134736,181.02119823258323,229.94580045934632,Healthcare,23.8,4,No,No,8,8
