,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
0,48936.928094420175,2728.8943436233803,2142.281507111254,5534.405076015039,7676.686583126295,7713.5676618565185,54803.369857887425,62480.056441013745,RC Flat Slab,111536644.5459,242060.0,452672030.6885245,780.756511821526,229.62953965838616,Education,71.96000000000001,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
1,39517.222782783094,2255.7925903013747,1809.3781203151555,4674.4460043112595,6483.824124626416,5597.925120529295,44323.0336639869,50806.85778861332,PT RC Flat Slab,123255124.4607,242060.0,386481096.167909,862.7858712251483,186.67198023304985,Education,70.63,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,242060.0,0.0,0.0,,Education,0.0,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,242060.0,0.0,0.0,,Education,0.0,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,242060.0,0.0,0.0,,Education,0.0,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
5,39371.685955507026,1914.4082081373483,1551.06302432585,4007.1640872002863,5558.227111526138,4617.045327521164,43141.43602932754,48699.66314085369,Precast Hollowcore with In-situ RC Beams,93861110.149,242060.0,330283939.94695216,657.0277710432383,180.94052631732126,Education,74.9,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
6,46377.39395792707,3650.9544142564287,1272.793151325547,3289.0548892026413,4561.848040528189,-4264.779691738762,51292.89361779883,55854.74165832703,Non-Composite Rolled Steel with PCC Planks,146166017.0729,242060.0,271622715.8243387,1023.1621195104415,216.128462931956,Education,82.96260000000001,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
7,39827.74141344356,3612.887905942888,834.0060613003083,2155.812887188305,2989.8189484886125,-8452.492436163187,44667.64703296134,47657.465981449976,Composite Rolled Steel with Metal Decking,145344674.5739,242060.0,182766263.3052401,1017.4127220174354,188.73444499288922,Education,77.97720000000001,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
8,44526.3829891964,4211.086980757723,876.1319764971411,2264.8092958874204,3140.9412723845617,-9731.491964691073,50056.28788929095,53197.22916167552,Composite Cell Beams with Metal Decking,171519206.1321,242060.0,191235373.07814312,1200.6344429249593,211.75296344797118,Education,80.69879999999999,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
9,36624.37658242253,6073.377897261947,556.2258738035043,25998.121908999303,26554.347782802808,-15158.290614676916,43803.45371011181,45933.25307293503,Steel Frame with CLT Slabs,163940429.9217,242060.0,126866213.62254629,1147.5830094516523,185.70204378899223,Education,78.6898,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
10,26761.868458730816,5820.233641322294,604.1659159728632,49645.75045660308,50249.91637257593,-15841.66338594222,33870.60283419079,36300.95483236673,"CLT, Glulam and Steel Column Hybrid",148984057.2795,242060.0,136721483.80266476,1042.8884009562394,144.23486422848478,Education,91.28,14,C32/40 - 50% GGBS,No,Yes,Curtain Walling,10,10
0,45084.57041125027,3596.6706112170314,2011.9053512462372,5197.819280577016,7209.724631823254,6861.258202387431,51579.99870578534,58789.72333760861,RC Flat Slab,124688663.9856,302400.0,624700695.4713444,872.820647899476,173.45509045530696,Residential,51.37,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
1,37275.81771185839,3208.8353629460826,1751.0244364644066,4523.909316908104,6274.933753372512,4982.780674429675,42899.451644175715,49174.38539754821,PT RC Flat Slab,130827834.6173,302400.0,572847422.5426843,915.7948423213379,144.89168811672306,Residential,50.60000000000001,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
2,33417.28671682675,2965.3858890243027,1471.6978654061347,3802.350365341779,5274.048230747915,5297.1355977965295,38527.51957421492,43801.56780496284,RC Rib Slab,120371915.4316,302400.0,515570200.9566601,842.6034080214399,130.1922056290885,Residential,54.45,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
3,39040.41484168803,3214.6668143577945,1550.4216364841716,4005.710330371979,5556.131966856152,7551.401845702357,44726.07323351825,50282.205200374396,Two-way RC Slab,111036633.2487,302400.0,531367437.8808839,777.2564327410312,150.4739737640849,Residential,54.72500000000001,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
4,35053.76666595919,3055.9340435533923,1570.8514238111768,4058.484743735331,5629.33616754651,5323.36314216347,40365.0829398214,45994.4191073679,One-Way Spanning RC,109844251.6415,302400.0,534661589.17935854,768.9097614903518,136.02510813925844,Residential,54.45,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
5,41238.99805559506,3100.768326007138,1678.788598057298,4337.309038856952,6016.097636914253,4619.757607714727,46331.34651858128,52347.444155495534,Precast Hollowcore with In-situ RC Beams,115673011.9187,302400.0,556063835.7342329,809.7110834310439,155.88974074739528,Residential,51.7,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
6,42078.5585747544,4008.7596187066947,1386.8013947603888,3583.4777584472545,4970.279153207644,-1304.561234555582,47558.27276512434,52528.55191833197,Non-Composite Rolled Steel with PCC Planks,146852367.6223,302400.0,498426617.22235996,1027.9665733560946,160.66878088121837,Residential,55.9724,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
7,42818.03986320425,4359.338731721459,1188.0218330708774,3070.283274438582,4258.305107509459,-5940.705315435507,48848.54331341883,53106.84842092828,Composite Rolled Steel with Metal Decking,152865717.1507,302400.0,458267191.54114705,1070.060020054852,165.07474647312722,Residential,55.08910000000001,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
8,43737.13229567374,4465.59130370092,1190.395169897223,3076.445006387216,4266.8401762844405,-6059.186678229091,49894.179432754805,54161.01960903925,Composite Cell Beams with Metal Decking,160044545.7679,302400.0,458724004.86676544,1120.311820375161,168.69871446140863,Residential,53.73015413739185,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
9,32527.25382910017,6207.179966828708,830.4574498167664,29681.54900860696,30512.00645842373,-11264.563076863089,40165.88981395126,43294.410033842905,Steel Frame with CLT Slabs,146362867.1416,302400.0,385243602.3557947,1024.5400699912084,136.2117390342013,Residential,55.589600000000004,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
10,28740.58005322873,6506.196315205867,842.9559718527483,45187.3324626747,46030.288434527436,-13117.01405544252,36787.0996950351,40045.26972956255,"CLT, Glulam and Steel Column Hybrid",161442202.5284,302400.0,387771585.37159026,1130.0954176985067,125.38754997597091,Residential,57.364999999999995,11,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,7,7
0,43241.70405268129,3061.4337882158334,2360.3650376786213,6097.824887571349,8458.189925249968,8908.892608068423,49195.90489418188,57654.09481943184,RC Flat Slab,129489164.822,257400.0,503019758.3946909,906.4241537542854,194.647742998975,Healthcare,71.955,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
1,29495.025134493084,2149.6083457403815,1685.8882228395044,4355.510214365481,6041.398437204985,5682.065351896756,33634.3323635047,39675.73080070969,PT RC Flat Slab,129646228.387,257400.0,362183576.61668134,907.5235987086617,134.19524460844352,Healthcare,69.94,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
2,32653.43389583133,2281.7551544793405,1702.0995731078185,4397.387522559836,6099.4870956676505,7165.915147651975,37102.28376923303,43201.77086490067,RC Rib Slab,122058853.934,257400.0,365696549.30065066,854.4119775381355,147.4619104381164,Healthcare,76.69999999999999,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
3,39269.81446162436,2478.23122459068,1635.0617139110518,4224.214711917418,5859.276425828469,10814.78039831943,44264.85433182509,50124.13075765358,Two-way RC Slab,120301743.0141,257400.0,347543637.261114,842.1122010987415,175.24074022114928,Healthcare,75.72500000000001,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
4,36648.98462514428,2566.361386839605,1958.4904005581006,5059.698651591862,7018.189052149962,7780.884234434468,41658.010577738496,48676.199629888455,One-Way Spanning RC,120253300.4415,257400.0,416536112.43720025,841.7731030904887,165.11182471184534,Healthcare,77.35000000000001,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
5,38391.08614474362,2078.538579332309,1654.8244623897926,4275.266024430807,5930.090486820598,5130.370539455613,42105.13682371834,48035.22731053892,Precast Hollowcore with In-situ RC Beams,104347710.2788,257400.0,356133851.20886225,730.4339719517623,166.41635895753728,Healthcare,73.125,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
6,44911.41768247429,3813.4413013498875,1313.5098656291466,3394.32763310733,4707.837498736477,-4316.434336207411,49861.551154824,54569.38865356046,Non-Composite Rolled Steel with PCC Planks,159295207.0241,257400.0,283327617.36676,1115.0664491688879,198.0443574358698,Healthcare,81.58670000000001,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
7,36950.25994626788,3542.248996682749,857.7410854353996,2217.163406781108,3074.9044922165085,-8312.298394060479,41573.06932441232,44647.973816628815,Composite Rolled Steel with Metal Decking,150440070.7387,257400.0,190830609.27250585,1053.0804951711827,165.60275765183954,Healthcare,78.5291,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
8,45225.61081718811,4657.653314926177,919.1142885169552,2376.041072555938,3295.155361072894,-10897.467979367248,51095.95660774788,54391.11196882078,Composite Cell Beams with Metal Decking,192807558.3228,257400.0,203128261.75624362,1349.6529082596749,203.75139672108608,Healthcare,80.1346,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
9,36747.80343886779,6554.8943373964685,542.9416715857781,29529.278785844854,30072.220457430638,-16508.96345295017,44369.00035387393,46470.94558194676,Steel Frame with CLT Slabs,174308216.7126,257400.0,127203834.90267536,1220.1575169884384,177.11405544235575,Healthcare,79.07900000000001,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
10,28040.145996149073,6655.762806038886,624.4318747831844,56563.89021673046,57188.32209151366,-18212.916529511134,36000.146923301705,38541.04501481536,"CLT, Glulam and Steel Column Hybrid",208203801.31,257400.0,143781262.6137065,1457.4266091701436,145.52281869647183,Healthcare,92.55999999999999,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,88200.0,0.0,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,88200.0,0.0,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,88200.0,0.0,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,88200.0,0.0,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,88200.0,0.0,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,88200.0,0.0,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,88200.0,,,,Education,,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
7,176.37410686895998,12.21638835456,0.38424358996452,0.9925815538079998,1.3768251437725199,0.0,198.65876320298653,200.03558834675903,Composite Rolled Steel with Metal Decking,,88200.0,76352.427216,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
8,187.76391169536,13.00529258496,0.40905709333632,1.056680022528,1.46573711586432,0.0,211.48765617431778,212.9533932901821,Composite Cell Beams with Metal Decking,,88200.0,81283.078656,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
9,200.77346264975998,13.906387023359999,0.43739932934411996,1.1298939456479997,1.5672932749921196,0.0,226.14094824936996,227.70824152436205,Steel Frame with CLT Slabs,3075450.9763,88200.0,86914.91889599999,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
10,47.06163798336,3.2596805529599995,0.10252713989232001,0.26484904492799993,0.36737618482032,0.0,53.007819356540445,53.37519554136076,"CLT, Glulam and Steel Column Hybrid",,88200.0,20373.003456,0.0,,Education,0.0,34,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
0,11757.276177789277,1509.1095822432035,687.7250736840077,1776.9217810414057,2464.646854725414,2193.8044909220403,14063.027101822267,16527.67395654768,RC Flat Slab,46092807.6609,89760.0,268153690.2377181,322.6496536263703,160.26823479777892,Residential,23.35,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
1,9836.524575175972,1400.5726086922602,624.0817934504665,1612.5178778052336,2236.5996712557003,1579.211652249121,11914.193161199433,14150.79283245513,PT RC Flat Slab,46148476.6891,89760.0,255176185.37810194,323.03933682391835,136.33280412236354,Residential,23.000000000000004,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
2,9558.641505955327,1358.0585747364798,570.7095651972534,1474.646249928081,2045.3558151253346,1726.615586730072,11566.923116003603,13612.278931128934,RC Rib Slab,44954149.7477,89760.0,243706014.9909392,314.6790482340231,132.37079059979533,Residential,24.875000000000004,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
3,10558.038894908133,1403.617718165717,584.1015338571136,1509.240505780676,2093.3420396377896,2151.931243616309,12669.803820171463,14763.145859809254,Two-way RC Slab,41333878.1121,89760.0,246373469.39315006,289.33714678438844,144.3754564054796,Residential,25.0,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
4,10170.268288347632,1412.7114093182981,622.3496191882978,1608.0433094181114,2230.3929286064094,1754.4423769888595,12278.07364617811,14508.466574784521,One-Way Spanning RC,42678662.3732,89760.0,254849153.86490762,298.7506366124829,140.11613505782748,Residential,25.0,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
5,11126.886096863731,1359.2068194190215,594.4204334561455,1535.8963815456862,2130.316815001832,1460.101541104231,13078.077474659734,15208.394289661566,Precast Hollowcore with In-situ RC Beams,42746254.102,89760.0,248411321.37507394,299.22377871376807,149.03410487269943,Residential,23.625000000000004,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
6,12136.21585960323,1598.436930326378,541.02285532522,1398.0625478045176,1939.0854031297376,145.7069289560927,14249.653027689385,16188.738430819125,Non-Composite Rolled Steel with PCC Planks,50542007.2282,89760.0,237824324.2841866,353.79405059705635,162.69437475809315,Residential,25.585,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
7,11493.935318910586,1603.6781234614268,486.957881166012,1258.4485543340545,1745.406435500067,-777.1199048286408,13636.91187159,15382.318307090065,Composite Rolled Steel with Metal Decking,49825492.7761,89760.0,226767623.02216795,348.7784494325758,155.81205794365616,Residential,25.388,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
8,12728.990416272678,1771.1201887537989,492.8056782238162,1273.6064079668843,1766.4120861907004,-1165.2371559857845,15057.048887270741,16823.46097346144,Composite Cell Beams with Metal Decking,56180645.2044,89760.0,227933611.7631548,393.2645164306696,172.12916002341143,Residential,25.440199999999997,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
9,9815.083351040608,2077.3469128097554,407.4174543588785,7591.44121898508,7998.858673343954,-2114.8067647339535,12407.892961284486,13904.260299256377,Steel Frame with CLT Slabs,50504597.93,89760.0,210790652.72675973,353.5321855102027,142.17274004896043,Residential,25.268,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
10,9170.379976573486,2197.872103359082,412.82014645347664,11645.42763725662,12058.247783710101,-2704.9439325479393,11916.470712953977,13454.36777666408,"CLT, Glulam and Steel Column Hybrid",58717930.336,89760.0,211880843.39659297,411.025512352077,137.33841605733124,Residential,26.575000000000003,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8,8
0,91602.26830550983,6271.563663785609,4855.077297182386,12542.180543180226,17397.257840362614,19607.90381918576,103970.01098195426,121367.2688223169,RC Flat Slab,292447648.4716,643302.0,1011514440.3575476,2047.1335393009742,164.80151549545195,Education,163.68,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
1,76447.88075465025,5346.330695989407,4212.863212107718,10883.207248402146,15096.070460509867,15508.425874480612,86916.82028006515,102012.890740575,PT RC Flat Slab,312341206.2695,643302.0,881730376.045049,2186.3884438864743,138.5091430213984,Education,161.865,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
2,68245.23626543148,4637.512960434725,3562.1412189128337,9202.25624760066,12764.397466513492,14911.393956869008,77412.65769524562,90177.05516175913,RC Rib Slab,283365611.1334,643302.0,741138273.089959,1983.5592779340714,123.4198198873619,Education,171.6,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
3,79723.27446723962,5059.680890837477,3510.7880722339305,9069.600329701854,12580.388401935781,20893.908409219723,89933.62848444565,102514.01688638145,Two-way RC Slab,259995856.1508,643302.0,731620613.9149626,1819.970993055367,142.6291220569826,Education,171.6,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
4,71515.80285693021,4814.451721761349,3656.9440792375453,9447.151862945171,13104.095942182714,16030.483808273253,81060.77734500564,94164.87328718837,One-Way Spanning RC,264762474.6474,643302.0,760357320.283009,1853.3373225320909,128.88832098693572,Education,171.6,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
5,98613.61160626478,5494.662786422398,4327.214810347034,11178.601342214586,15505.816152561621,16034.158424971616,108866.45846069494,124372.27461325655,Precast Hollowcore with In-situ RC Beams,283427251.8122,643302.0,904744639.9304096,1983.9907626851718,172.31479029037703,Education,165.0,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,643302.0,,,,Education,180.66510000000002,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
7,103602.49935055699,9879.521412417042,2499.847847733781,6460.689995477893,8960.537843211672,-21632.99973154842,116645.72666477904,125606.26450799068,Composite Rolled Steel with Metal Decking,410043974.9105,643302.0,525728690.74600595,2870.3078243734026,185.7852680220992,Education,173.48100000000002,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
8,112625.68097525703,11129.58738308295,2499.5397990844135,6460.294373507873,8959.834172592287,-24662.123476330027,127016.72212932172,135976.55630191404,Composite Cell Beams with Metal Decking,457760137.0891,643302.0,525418515.1675075,3204.320959623478,202.42598824338367,Education,169.28076,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
9,82131.71570436149,13803.077615743043,1604.395221274684,63624.32381152525,65228.719032799934,-32088.231746629255,98701.84303409468,104780.87766322486,Steel Frame with CLT Slabs,390607197.5279,643302.0,344985207.0827458,2734.2503826951734,157.68036383656488,Education,174.3951,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,643302.0,,,,Education,180.84,33,C32/40 - 75% GGBS,No,No,Timber Cladding,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,820800.0,0.0,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,820800.0,0.0,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,820800.0,0.0,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,820800.0,0.0,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,820800.0,0.0,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,820800.0,0.0,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,820800.0,,,,Healthcare,,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,820800.0,,,,Healthcare,,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,820800.0,,,,Healthcare,,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
9,,,,,,,,,Steel Frame with CLT Slabs,,820800.0,,,,Healthcare,,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
10,51.32102976000001,3.554703360000001,0.11180652912000004,0.28881964800000004,0.4006261771200001,0.0,57.80538016274738,58.20600633986737,"CLT, Glulam and Steel Column Hybrid",,820800.0,22216.896000000004,0.0,,Healthcare,0.0,24,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,12,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,219648.0,0.0,0.0,,Residential,0.0,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,219648.0,0.0,0.0,,Residential,0.0,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,219648.0,0.0,0.0,,Residential,0.0,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,219648.0,0.0,0.0,,Residential,0.0,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,219648.0,0.0,0.0,,Residential,0.0,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,219648.0,0.0,0.0,,Residential,0.0,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,219648.0,,,,Residential,,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
7,69108.78324109224,4661.534405393343,1454.3266727179455,3757.9580644723787,5212.284737190322,-6304.875931348469,76719.83334701005,81932.1180842004,Composite Rolled Steel with Metal Decking,171787411.8143,219648.0,366001659.6524272,1202.5118827003314,354.7600944680142,Residential,164.6069,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
8,74504.33083451417,5263.088037639031,1513.1045271805203,3909.963865126343,5423.068392306862,-7469.1478792536755,82855.55721340995,88278.62560571682,Composite Cell Beams with Metal Decking,196443882.6347,219648.0,378517665.8424639,1375.1071784429332,383.4802246861018,Residential,167.98466,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
9,57353.45462295603,6392.027932348461,1150.7463844824795,26223.7739634128,27374.52034789527,-11279.0795513567,66275.08746977826,70527.5136280711,Steel Frame with CLT Slabs,169835633.1059,219648.0,302558083.94165915,1188.8494317411548,307.1456917500701,Residential,166.098,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,219648.0,,,,Residential,184.605,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,2042880.0,0.0,0.0,,Residential,0.0,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,2042880.0,0.0,0.0,,Residential,0.0,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,2042880.0,0.0,0.0,,Residential,0.0,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,2042880.0,0.0,0.0,,Residential,0.0,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,2042880.0,0.0,0.0,,Residential,0.0,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,2042880.0,0.0,0.0,,Residential,0.0,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,2042880.0,,,,Residential,,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,2042880.0,,,,Residential,,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,2042880.0,,,,Residential,,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
9,,,,,,,,,Steel Frame with CLT Slabs,,2042880.0,,,,Residential,184.79340000000002,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,2042880.0,,,,Residential,211.99,34,C32/40 - 50% GGBS,Yes,No,Cavity Wall,12,12
0,4679.385666083717,288.00361545939137,206.9361434812824,534.5787469758079,741.5148904570906,713.4423696564419,5267.796947559437,6009.311838016528,RC Flat Slab,13972295.4208,20412.0,48789987.02919061,97.80606794571159,262.86512911547857,Residential,117.91,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
1,4440.317398637703,275.09616374763766,198.28093826835772,512.2205417561316,710.5014800244895,661.4520377917879,5000.867728021407,5711.369208045898,PT RC Flat Slab,15366571.809,20412.0,46910948.942426495,107.5660026630142,250.26620275741823,Residential,117.65,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
2,4622.362251014038,283.07162124317534,205.2640324510142,530.2593344783443,735.5233669293586,697.8002634998198,5202.355151678915,5937.878518608273,RC Rib Slab,15154246.1526,20412.0,48050953.88718385,106.07972306794629,260.06441675224676,Residential,120.25,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
3,4342.856700952637,267.04531607670805,186.57234451723696,481.97479535482626,668.5471398720633,707.8313435621702,4887.584388372457,5556.131528244521,Two-way RC Slab,13313079.4872,20412.0,44428811.78099933,93.19155641019489,244.01214701071194,Residential,119.60000000000001,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
