Project No,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X
602,46470.94558194676,Steel Frame with CLT Slabs,174308216.7126,257400.0,127203834.90267536,1220.1575169884384,177.11405544235575,Healthcare,79.07900000000001,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10
603,38541.04501481536,"CLT, Glulam and Steel Column Hybrid",208203801.31,257400.0,143781262.6137065,1457.4266091701436,145.52281869647183,Healthcare,92.56,13,C32/40 - 75% GGBS,No,No,Curtain Walling,10
604,16527.67395654768,RC Flat Slab,46092807.6609,89760.0,268153690.2377181,322.6496536263703,160.26823479777892,Residential,23.35,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
605,14150.79283245513,PT RC Flat Slab,46148476.6891,89760.0,255176185.37810197,323.03933682391835,136.33280412236354,Residential,23.000000000000004,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
606,13612.278931128934,RC Rib Slab,44954149.7477,89760.0,243706014.9909392,314.6790482340231,132.37079059979533,Residential,24.875000000000004,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
607,14763.145859809254,Two-way RC Slab,41333878.1121,89760.0,246373469.3931501,289.33714678438844,144.3754564054796,Residential,25.0,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
608,14508.46657478452,One-Way Spanning RC,42678662.3732,89760.0,254849153.8649076,298.7506366124829,140.11613505782748,Residential,25.0,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
609,15208.394289661566,Precast Hollowcore with In-situ RC Beams,42746254.102,89760.0,248411321.37507397,299.22377871376807,149.03410487269943,Residential,23.625000000000004,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
610,16188.738430819123,Non-Composite Rolled Steel with PCC Planks,50542007.2282,89760.0,237824324.2841866,353.79405059705635,162.69437475809315,Residential,25.585,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
611,15382.318307090063,Composite Rolled Steel with Metal Decking,49825492.7761,89760.0,226767623.02216795,348.7784494325758,155.81205794365616,Residential,25.388,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
612,16823.46097346144,Composite Cell Beams with Metal Decking,56180645.2044,89760.0,227933611.7631548,393.2645164306696,172.12916002341143,Residential,25.4402,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
613,13904.260299256375,Steel Frame with CLT Slabs,50504597.93,89760.0,210790652.72675973,353.5321855102027,142.17274004896043,Residential,25.268,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
614,13454.36777666408,"CLT, Glulam and Steel Column Hybrid",58717930.336,89760.0,211880843.39659297,411.025512352077,137.33841605733124,Residential,26.575000000000003,5,C32/40 - 75% GGBS,Yes,Yes,PC Cladding,8
624,81932.1180842004,Composite Rolled Steel with Metal Decking,171787411.8143,219648.0,366001659.6524272,1202.5118827003314,354.7600944680142,Residential,164.6069,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11
625,88278.62560571682,Composite Cell Beams with Metal Decking,196443882.6347,219648.0,378517665.8424639,1375.1071784429332,383.4802246861018,Residential,167.98466,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11
626,70527.5136280711,Steel Frame with CLT Slabs,169835633.1059,219648.0,302558083.94165915,1188.8494317411548,307.1456917500701,Residential,166.098,31,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,11
627,6009.311838016528,RC Flat Slab,13972295.4208,20412.0,48789987.02919061,97.8060679457116,262.86512911547857,Residential,117.91,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
628,5711.369208045898,PT RC Flat Slab,15366571.809,20412.0,46910948.942426495,107.5660026630142,250.26620275741823,Residential,117.65,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
629,5937.878518608273,RC Rib Slab,15154246.1526,20412.0,48050953.88718385,106.07972306794628,260.0644167522468,Residential,120.25,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
630,5556.131528244521,Two-way RC Slab,13313079.4872,20412.0,44428811.78099933,93.19155641019488,244.01214701071197,Residential,119.6,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
631,6038.443935945012,One-Way Spanning RC,14445618.5091,20412.0,48652910.21620991,101.11932956377343,264.216398249866,Residential,121.55,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
632,7087.573571449395,Precast Hollowcore with In-situ RC Beams,15601590.2634,20412.0,54030134.99996718,109.21113184413176,311.55285841170564,Residential,121.55,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
633,6909.962601225259,Non-Composite Rolled Steel with PCC Planks,19448543.8923,20412.0,46285697.49619188,136.13980724625992,310.83749555044204,Residential,125.7204,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
634,6985.066141869097,Composite Rolled Steel with Metal Decking,18569309.1747,20412.0,45031212.09660709,129.98516422281645,315.2373377546917,Residential,125.658,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
635,7233.216592015959,Composite Cell Beams with Metal Decking,20063150.7395,20412.0,43851505.67836645,140.44205517682133,328.9188788592349,Residential,121.54375999999998,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
636,5824.41880651939,Steel Frame with CLT Slabs,16999981.8837,20412.0,37528054.90213412,118.99987318584002,263.5314998139076,Residential,124.384,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
637,5870.233867924569,"CLT, Glulam and Steel Column Hybrid",17274759.774,20412.0,38529746.93933201,120.92331841771971,264.792587890535,Residential,126.75,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6
638,88793.84484150259,PT RC Flat Slab,140496613.5271,267168.0,561610309.8909642,983.4762946899052,306.73671578363707,Education,109.34000000000002,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
639,77891.77114014914,RC Rib Slab,127250081.9962,267168.0,488045378.3579616,890.7505739737356,270.06042259832714,Education,119.9,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
640,87617.95875512563,Two-way RC Slab,127186526.2287,267168.0,503879107.0589511,890.3056836011956,305.3866722365756,Education,118.25,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
641,85688.16575657668,One-Way Spanning RC,123401480.5333,267168.0,529706611.3153509,863.8103637328658,296.3684028034841,Education,120.45000000000002,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
642,81242.3147775824,Precast Hollowcore with In-situ RC Beams,120787514.1786,267168.0,512944000.7556165,845.5125992498622,280.7107756049167,Education,113.3,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
643,89611.104384543,Non-Composite Rolled Steel with PCC Planks,188036520.5537,267168.0,483633420.78167176,1316.2556438758988,315.90534043827586,Education,122.485,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
644,74255.79719379585,Composite Rolled Steel with Metal Decking,166401486.6438,267168.0,364753799.5441021,1164.8104065064515,265.38419712958773,Education,119.0684,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
645,83360.9131265049,Composite Cell Beams with Metal Decking,204562875.8417,267168.0,374104332.05474246,1431.9401308919012,299.8345428161289,Education,119.87931999999998,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
646,63094.71832157319,Steel Frame with CLT Slabs,170003731.7084,267168.0,295963925.1707167,1190.0261219586398,227.5136382327321,Education,120.0738,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
647,61605.12584434803,"CLT, Glulam and Steel Column Hybrid",213233982.2967,267168.0,312668261.877822,1492.6378760769203,221.52104685487345,Education,130.24,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8
648,57898.50050825777,RC Flat Slab,82657938.3181,176904.0,348613769.0167093,578.605568226645,297.2336399158507,Office,92.16,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
649,56548.27693204017,PT RC Flat Slab,101141175.5663,176904.0,350240710.1713662,707.9882289639711,290.1301645348465,Office,92.34000000000002,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
650,53891.76782065915,Two-way RC Slab,82152110.5188,176904.0,267315209.07755697,575.0647736316797,282.0786970100056,Office,103.05,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
651,46638.81835737041,Precast Hollowcore with In-situ RC Beams,75407496.1331,176904.0,272111956.018644,527.8524729319925,240.61028921727856,Office,96.75,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
652,49303.304568095184,Non-Composite Rolled Steel with PCC Planks,120227022.5502,176904.0,214583996.17651343,841.5891578514841,263.01576960297365,Office,105.2064,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
653,39746.7765361512,Composite Rolled Steel with Metal Decking,110478780.1855,176904.0,135847776.09094092,773.3514612984308,216.37604271069,Office,99.972,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
654,44610.98023650514,Composite Cell Beams with Metal Decking,131180838.1408,176904.0,142855779.265698,918.2658669858824,243.98389958008727,Office,100.0008,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
655,35725.473354330774,Steel Frame with CLT Slabs,117465889.5133,176904.0,95573484.03462525,822.2612265934437,197.16547381670816,Office,102.654,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
656,30037.692255380254,"CLT, Glulam and Steel Column Hybrid",115362002.1422,176904.0,100486560.52874906,807.5340149955234,164.09486479155217,Office,110.16000000000004,18,C32/40 - 25% GGBS,No,No,PC Cladding,9
657,64099.02811678639,RC Flat Slab,97926905.7473,268128.0,475329438.2644428,685.488340231256,221.09316599079597,Residential,59.995000000000005,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
658,53517.37147081456,PT RC Flat Slab,104653224.3086,268128.0,429589664.3137484,732.5725701598507,184.71755112892663,Residential,59.345000000000006,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
659,50170.34016696596,RC Rib Slab,100279454.8699,268128.0,403551605.8651573,701.9561840890004,173.92182252831685,Residential,63.05,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
660,54056.07288342436,Two-way RC Slab,87231935.4233,268128.0,410994031.2414589,610.6235479631316,187.58229926612773,Residential,63.05,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
661,53702.01295770027,One-Way Spanning RC,91076622.0174,268128.0,422575547.2949853,637.5363541216858,185.5378005318283,Residential,63.375,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
662,56185.49066514801,Precast Hollowcore with In-situ RC Beams,97561228.2735,268128.0,441072976.23218703,682.9285979143773,193.72228557465627,Residential,60.775,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
663,51085.154016094,Non-Composite Rolled Steel with PCC Planks,126588482.8139,268128.0,381550083.0126988,886.1193796970517,179.44052120045947,Residential,65.5304,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
664,54917.96779364781,Composite Rolled Steel with Metal Decking,130765125.9356,268128.0,350105128.34184694,915.355881549032,195.963275997184,Residential,65.0429,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
665,56629.9962992676,Composite Cell Beams with Metal Decking,140279619.088,268128.0,350888065.52844745,981.9573336162808,202.54306275340696,Residential,63.43636,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
666,40419.18955021784,Steel Frame with CLT Slabs,122321448.388,268128.0,279189770.8036577,856.250138715724,145.76580920067966,Residential,64.73610000000001,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
667,37738.56445058985,"CLT, Glulam and Steel Column Hybrid",134785374.9505,268128.0,281596996.6325837,943.4976246535152,135.67361227869915,Residential,66.755,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
672,82726.01910174332,RC Flat Slab,151973865.361,296450.0,590613467.7248771,1063.8170575273116,248.61006150399575,Education,126.75,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
673,63825.7913490831,PT RC Flat Slab,153951877.6356,296450.0,464715994.1164096,1077.6631434493966,192.06718900828164,Education,124.25,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
674,56441.449083067,RC Rib Slab,138880747.4411,296450.0,391334294.9565803,972.1652320878902,171.30866063462005,Education,135.62500000000003,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
675,60002.66548365947,One-Way Spanning RC,132815434.5224,296450.0,417924280.86142,929.7080416570982,181.5468911297607,Education,135.62500000000003,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
676,67624.58269347459,Precast Hollowcore with In-situ RC Beams,134446771.045,296450.0,444627505.6372493,941.1273973150072,205.6371910534715,Education,128.125,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
677,78858.21407893879,Non-Composite Rolled Steel with PCC Planks,211992806.7738,296450.0,370642610.04334784,1483.949647416926,249.57635984445537,Education,139.1125,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
678,65399.14522123784,Composite Rolled Steel with Metal Decking,193417320.849,296450.0,260449682.2241641,1353.9212459430817,210.2912361970975,Education,133.4875,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
679,69668.5940841591,Composite Cell Beams with Metal Decking,214619250.9015,296450.0,263799918.90542352,1502.3347563106784,224.99019349858665,Education,133.451,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
680,56655.06768541839,Steel Frame with CLT Slabs,191047814.2642,296450.0,181476169.92676872,1337.3346998494535,184.866903556568,Education,134.69000000000003,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
681,53999.21129436647,"CLT, Glulam and Steel Column Hybrid",216233859.9816,296450.0,208471449.13428655,1513.6370198709023,174.4828522302673,Education,144.5,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7
682,43478.05353120996,RC Flat Slab,66670160.6767,113400.0,252508848.4312317,466.6911247370607,349.7141406805559,Education,173.6,35,C32/40 - 25% GGBS,No,No,Lightweight Cladding,9
683,37210.472202602905,PT RC Flat Slab,71207272.7797,113400.0,222201763.41005015,498.45090945800126,299.39588077481994,Education,171.675,35,C32/40 - 25% GGBS,No,No,Lightweight Cladding,9
684,39808.45011453875,Precast Hollowcore with In-situ RC Beams,63783417.1268,113400.0,231211961.3151139,446.4839198878911,320.45454622902946,Education,176.75000000000003,35,C32/40 - 25% GGBS,No,No,Lightweight Cladding,9
685,11312.792279061478,PT RC Flat Slab,19094623.6463,30240.0,77255056.04125813,133.6623655241479,345.5668599522955,Office,64.935,13,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
686,12789.370472635144,Two-way RC Slab,17263466.586,30240.0,80164071.96133928,120.84426610189026,392.3076800196338,Office,71.825,13,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
687,11623.890914999907,Precast Hollowcore with In-situ RC Beams,16381557.5287,30240.0,79531110.67914134,114.67090270111906,354.1152599761862,Office,69.22500000000001,13,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
688,10142.764940835064,Composite Rolled Steel with Metal Decking,22360517.1956,30240.0,57024412.667342186,156.5236203690843,318.9118126593845,Office,74.23519999999999,13,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
689,8922.620532101073,Steel Frame with CLT Slabs,23471428.9523,30240.0,48340092.76533638,164.30000266619945,283.1273417064932,Office,74.7539,13,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
690,8509.602530705219,"CLT, Glulam and Steel Column Hybrid",21320699.6104,30240.0,52552308.567526326,149.24489727313784,266.09314913978017,Office,84.76,13,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
691,58499.81116127337,RC Flat Slab,114902573.8743,290700.0,420183840.80384,804.3180171200278,179.25773633351633,Education,85.42500000000001,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
692,44685.377518371664,PT RC Flat Slab,119515766.4549,290700.0,332706033.4211338,836.610365184302,137.13057467483392,Education,83.89500000000001,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
693,37095.15528016309,RC Rib Slab,103784361.8128,290700.0,265268789.87000012,726.4905326899441,114.70366812631728,Education,89.67500000000001,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
694,39251.7861021348,One-Way Spanning RC,98651393.9456,290700.0,276675905.9125848,690.5597576191778,121.29689875444586,Education,92.65,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
695,50417.79928406907,Precast Hollowcore with In-situ RC Beams,107471471.2888,290700.0,326273433.7237161,752.300299021604,156.97101732388248,Education,85.42500000000001,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
696,59945.54029672388,Non-Composite Rolled Steel with PCC Planks,162728838.6502,290700.0,283542870.8273631,1139.1018705516674,193.60228523909083,Education,93.3028,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
697,48245.5657972013,Composite Rolled Steel with Metal Decking,147350555.3046,290700.0,187687236.0597625,1031.4538871324569,158.90572439891807,Education,89.42000000000002,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
698,52862.74196493657,Composite Cell Beams with Metal Decking,168724059.5643,290700.0,190181901.5554709,1181.0684169499718,175.14740887763548,Education,87.2875109396056,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
699,38562.728779707424,Steel Frame with CLT Slabs,146902066.1796,290700.0,107692168.4839944,1028.314463257188,129.93959186817355,Education,91.0962,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
700,34928.74207777215,"CLT, Glulam and Steel Column Hybrid",171410575.5518,290700.0,112899069.09345806,1199.874028862452,117.31221688448164,Education,94.52,17,C32/40 - 50% GGBS,No,No,Cavity Wall,6
701,35609.679811578346,PT RC Flat Slab,98937796.0329,116424.0,362824938.3304683,692.5645722303739,264.38530397752794,Education,134.19000000000003,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
702,35188.899736328865,RC Rib Slab,98311081.4746,116424.0,347694944.60711914,688.1775703220195,262.5171612530677,Education,146.47500000000002,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
703,36269.0135300142,One-Way Spanning RC,96320504.7489,116424.0,358705120.33979464,674.2435332421386,270.0668758337693,Education,146.47500000000002,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
704,38521.75836439571,Precast Hollowcore with In-situ RC Beams,92058590.3401,116424.0,360330009.9098531,644.410132380827,289.52040572716845,Education,138.375,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
705,46148.84422775829,Non-Composite Rolled Steel with PCC Planks,128068253.238,116424.0,349949840.97538275,896.4777726656932,358.1980978312474,Education,150.24150000000003,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
706,38766.48999099487,Composite Rolled Steel with Metal Decking,116231731.3601,116424.0,283453470.735713,813.6221195209182,303.4831602712256,Education,144.1665,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
707,40321.646368972,Composite Cell Beams with Metal Decking,123996085.0701,116424.0,284629601.42783207,867.972595491011,317.12569909795104,Education,144.12707999999998,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
708,35211.80244508047,Steel Frame with CLT Slabs,113662991.8229,116424.0,243115167.18630457,795.6409427603816,277.9411469402716,Education,145.4652,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
709,35337.97624468303,"CLT, Glulam and Steel Column Hybrid",126288709.1348,116424.0,266125983.14883965,884.0209639437917,275.9249657104805,Education,156.06,27,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,7
714,38540.495915799744,RC Flat Slab,71509868.7732,124950.0,354125465.6323879,500.5690814125251,273.7873504218059,Education,71.96000000000001,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
715,36580.218754123365,PT RC Flat Slab,80055406.9358,124950.0,348402599.5935456,560.3878485503493,259.3295969349028,Education,71.89000000000001,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
716,36728.10592703206,Two-way RC Slab,70362164.9647,124950.0,282360584.549685,492.53515475303016,269.004923066804,Education,79.45000000000002,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
717,34568.12222236974,Precast Hollowcore with In-situ RC Beams,67830633.5792,124950.0,313175396.6171244,474.814435054522,247.69282004556652,Education,74.20000000000002,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
718,36064.74880812741,Non-Composite Rolled Steel with PCC Planks,90797636.7032,124950.0,264840698.14716128,635.5834569225071,267.3362436212327,Education,78.7598,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
719,30998.666331138036,Composite Rolled Steel with Metal Decking,88185573.1318,124950.0,214190056.19808525,617.299011922735,233.5075290173048,Education,75.7064,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
720,32695.996395964336,Composite Cell Beams with Metal Decking,97364894.5732,124950.0,215862693.3939937,681.5542620125925,247.3659334143952,Education,76.28683999999998,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
721,27945.961438796225,Steel Frame with CLT Slabs,89227663.2336,124950.0,184917276.82096195,624.5936426354401,212.7098820249506,Education,78.60860000000001,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
722,25587.28187719405,"CLT, Glulam and Steel Column Hybrid",80236578.8995,124950.0,194826174.4569365,561.656052296158,191.4620572860572,Education,85.96000000000001,14,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,7
723,71313.47358371523,PT RC Flat Slab,124244092.9156,241472.0,464537742.022885,869.7086504089771,267.2042244911144,Healthcare,60.72,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
724,79905.08854833384,Two-way RC Slab,125395396.3017,241472.0,373963953.54506886,877.7677741117114,308.9969440239729,Healthcare,67.65,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
725,62605.46225832841,Precast Hollowcore with In-situ RC Beams,101979219.3745,241472.0,381347472.97955096,713.8545356211656,236.06750539814243,Healthcare,63.25,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
726,62339.43753330887,Non-Composite Rolled Steel with PCC Planks,152137909.1188,241472.0,287744968.2857447,1064.9653638315235,242.9770090292728,Healthcare,67.7435,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
727,54544.32567835552,Composite Rolled Steel with Metal Decking,147328901.5031,241472.0,207242777.2887593,1031.3023105216903,216.4542208195388,Healthcare,63.9892,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
728,59421.07683364493,Composite Cell Beams with Metal Decking,172165612.6568,241472.0,214801573.4097273,1205.159288597654,236.92733057470548,Healthcare,65.69460411672728,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
729,52359.37040588297,Steel Frame with CLT Slabs,176466665.6972,241472.0,148458456.76680616,1235.2666598801345,211.90801324727204,Healthcare,67.7611,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
730,41047.29027829244,"CLT, Glulam and Steel Column Hybrid",145473566.9105,241472.0,153272161.5894282,1018.3149683735636,163.2696788019253,Healthcare,73.69999999999999,11,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
731,45233.15509222036,PT RC Flat Slab,104860927.9185,175500.0,340253559.9880964,734.0264954293851,229.31128454984025,Education,100.9,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
732,49575.34901254386,Two-way RC Slab,90390305.6555,175500.0,304147016.7933289,632.732139588831,256.7142873405063,Education,112.5,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
733,44335.000069346366,Precast Hollowcore with In-situ RC Beams,84495431.9057,175500.0,301050086.628166,591.4680233401422,226.887087885216,Education,106.5,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
734,51291.5068985717,Non-Composite Rolled Steel with PCC Planks,134472049.9582,175500.0,245853256.222881,941.304349707177,273.83786628964464,Education,113.04200000000002,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
735,40501.02088991517,Composite Rolled Steel with Metal Decking,119021222.5538,175500.0,171506496.8673163,833.1485578766867,219.08682971823683,Education,111.08,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
736,36992.18664093601,Steel Frame with CLT Slabs,123770631.2779,175500.0,129686657.84112312,866.3944189450384,202.81453776600765,Education,112.698,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
737,34321.203405907894,"CLT, Glulam and Steel Column Hybrid",123669518.3877,175500.0,148790955.89988422,865.6866287142244,185.28337180364747,Education,123.2,20,C32/40 - 50% GGBS,No,Yes,Timber Cladding,9
738,26563.63259843689,Non-Composite Rolled Steel with PCC Planks,73904177.0828,110880.0,137799398.45435885,517.329239579328,223.4142355883395,Residential,75.0442,14,C32/40 - 75% GGBS,No,Yes,PC Cladding,6
739,18787.65302676992,Composite Rolled Steel with Metal Decking,63528410.8377,110880.0,88207312.23389633,444.698875863834,160.49795872513664,Residential,71.0864,14,C32/40 - 75% GGBS,No,Yes,PC Cladding,6
740,18491.93172196272,Steel Frame with CLT Slabs,73243926.0711,110880.0,59662860.84702028,512.7074824974726,162.40528622686074,Residential,73.7786,14,C32/40 - 75% GGBS,No,Yes,PC Cladding,6
741,14718.75721172728,"CLT, Glulam and Steel Column Hybrid",62604913.1065,110880.0,64550621.1528945,438.2343917453955,126.43425202800093,Residential,80.00999999999999,14,C32/40 - 75% GGBS,No,Yes,PC Cladding,6
742,17362.766126036964,RC Flat Slab,27696546.2351,39600.0,201974968.19474772,193.8758236457027,404.5089412635111,Residential,9.43,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
743,16076.135853400345,PT RC Flat Slab,27308224.4678,39600.0,198081440.2722624,191.1575712747581,373.7226159416588,Residential,9.27,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
744,16033.70017747859,RC Rib Slab,27416867.8579,39600.0,197438363.3761462,191.91807500499075,372.9650912210294,Residential,10.35,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
745,16249.11027106101,Two-way RC Slab,25861391.8121,39600.0,197363566.18586853,181.02974268445595,378.16384227142254,Residential,10.05,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
746,16426.264822821046,One-Way Spanning RC,25910583.8756,39600.0,199569542.20479587,181.37408712943352,381.5038905242869,Residential,10.4,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
747,15894.982877579663,Precast Hollowcore with In-situ RC Beams,26209663.1816,39600.0,197276342.58985773,183.4676422709541,369.3225131199129,Residential,9.7,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
748,15993.558053440329,Non-Composite Rolled Steel with PCC Planks,27805348.6316,39600.0,195625349.60568064,194.6374404213176,372.7133690169752,Residential,10.9396,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
749,15364.934937706872,Composite Rolled Steel with Metal Decking,27582862.373,39600.0,189108161.670306,193.08003661085849,359.5235786051991,Residential,10.3358,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
750,15595.356594347264,Composite Cell Beams with Metal Decking,28692460.7161,39600.0,189293444.20144832,200.84722501239395,365.45415588826427,Residential,10.39812,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
751,14838.176780707114,Steel Frame with CLT Slabs,30351759.2316,39600.0,185488865.6578072,212.46231462149348,348.1340764264139,Residential,10.41,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
752,14415.72920281876,"CLT, Glulam and Steel Column Hybrid",30558323.6603,39600.0,185513492.07081163,213.90826562238445,337.37191329835593,Residential,11.35,2,C32/40 - CEM I (OPC),Yes,Yes,PC Cladding,10
753,8164.713971450248,RC Flat Slab,20896960.306,37440.0,120470940.56173228,146.27872214216427,195.37045963652287,Healthcare,21.36,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
